Squidward,  My eyes! 
Debbie Rechid, Look out! 
Ralph," Oh, you poor man!"
Debbie, You must be very sick! Let us take you to the hospital.
Squidward," No really, I'm fine. Please, I…no, uhh… "
SpongeBob & Patrick," See ya later, neighbor!"
Patrick, It is a lovely day for a ride in the country.
SpongeBob," Yeah, our president sure knows how to live.  I'd like to call this meeting of the good neighbor lodge to order. Let's begin with role call Patrick.  OK…Squidward?  Squidward? Squidward, you home?"
Patrick," Did you find him, SpongeBob?"
SpongeBob, Nope. I guess he's still on his Sunday drive.
Patrick, Or maybe he's on a secret mission!
SpongeBob, I hope he's not in danger!
Patrick, Danger!?
SpongeBob," As members of the good neighbor lodge, we are sworn to protect our president from danger."
Harold , Excuse me? Somebody ordered a relaxing pedicure and foot massage? The Sunday special?
SpongeBob," Patrick star, we'd better check this guy out. Make sure he's safe for Squidward."
Squidward, At least I still have my Sunday pedicure to look forward to.  What are you two doing in my house?
SpongeBob, We're checking to make sure this guy really is a certified foot masseur and not some kind of assassin.
Patrick, I say he checks out a-ok!
SpongeBob," Squidward, have you ever seen more lovely French tips? "
Squidward," French tips, huh?  Alright, pal, make with the foot massage, pronto."
Harold , Uh-oh. Sorry. Your hour's up.
Squidward,"  Alright, you two! Out!  And don't even think about dragging your empty skulls around here for the rest of the day. Or tomorrow or next week."
SpongeBob," Squidward, does that include…"
Squidward,"  Yes, it does! "
SpongeBob," Gee, Patrick, do you think Squidward was trying to tell us something?"
Squidward,"  Yes, I was! You call yourselves good neighbors?! You're the worst neighbors ever!  You don't deserve to wear those fezzes! "
SpongeBob," Gee, Pat, maybe president Squidward's right."
Patrick," Yeah, I guess we aren't good neighbors after all."
Squidward,"  No, you aren't! You're horrible neighbors!  And stop calling me president!"
SpongeBob," C'mon, let's go. "
Squidward, There are only 3 hours of my Sunday left. They took it all away. I didn't even get to read the Sunday paper. 
SpongeBob, 
Squidward," Good neighbors my right!  Hello? ""Keep Out Intruders For Good! New Security System 5000. Free Installation"" "
Security System, System Activated.
Squidward, That oughta do it! Let's see those imbeciles try to get in here now!
SpongeBob,  President Squidward?
Squidward,  What the…?!
SpongeBob, We hereby present you with this delicious cake.
Squidward,"  ""Sorry for bugging you so much""? What the…? Security system, help! Intruder alert! Intruder alert! What's the matter with you?!"
Security System, No threat detected.
Squidward,"  GRRR, you infernal contraption! I'm gonna ship you off to the scrap heap you came from!"
Security System, Threat detected. 
Squidward, What's going on?
Security System, Threat detected. Code red! Code red!
SpongeBob,  It's like a carnival ride.
Squidward,"  Run for your lives!  What the? What are you doing?!  I only have half an hour of me time left, and the idiots took my house. Which means those boobs aren't around to bug me. Ooh, just what I've been waiting for.  I am gonna relax if it kills me. "
Army, Fire! 
Patrick, Wow! Squidward's house is destroying the neighborhood!
SpongeBob," We gotta turn this thing off!  Nope, not it."
Patrick,  Nope.
SpongeBob,  Nope.
Patrick,"  That's not it, either."
Squidward,  This Sunday relaxation really hits the spot. 
SpongeBob," Hmmm, where to look.  Hmmm, this off button seems suspicious.  We did it, Patrick!  President Squidward?"
Squidward," No-no, don't say anything more. This was all my fault. I was the one who wanted to relax on Sunday. Now if you'll be so kind to leave so I can get ready for work tomorrow."
SpongeBob, Mr. President-
Squidward, Shush.
SpongeBob, But we just wanted to…
Squidward,  Get out of my house! Huh?
Scooter, There he is! 
Green Fish, Are you the owner of this house?
Squidward," Yes! Yes, I am."
Green Fish," Then on behalf of the citizens of Bikini Bottom, I present you with this summons to pay for the destruction of our town. You'll be doing community service every Sunday for the rest of your life. "
Squidward, Huh?
SpongeBob," Hey, Squidward, you got one of those, too?  This'll be great! The three of us cleaning up Bikini Bottom. Well, see ya next Sunday, president Squidward!"
Mr. Krabs," Here they come, lads."
SpongeBob, Hooray!
Squidward, Fantastic. 
Mr. Krabs," Thank you very much, madam.  I feel so alive! ♪Cha ching. Cha-ching. Cha-chingaring. Money, oh money, how I love thee. Cha-ching. Cha-chong. Cha-changaroo. From pennies to dollars. Any amount will do. Cha-ching. Cha-ching. It's no contest. There's only one thing that I love the best from every sight I ever seen, to sweetest sound I've heard. I'd gladly give up everything for all the money that I've earned! Cha-ching. Cha-ching. Cha-chingaring. There's nothing on Earth like the feeling of greed. There's nothing on Earth like the feeling of greed!♪"
Squidward, Please don't do that again.
Howard,  I think the stain glass barstool can go over here. And the suede hand carved wooden sports flag display case can go over there.
Mr. Krabs," Ahoy there, matey. Can I help you gentlemen with something?"
Howard, I'd like to speak to the owner.
Mr. Krabs, Who wants to know?
Howard, Allow me to introduce myself. Howard Blandy President of the Blandy Franchising Company.
Mr. Krabs, Howard Blandy? You mean the Howard Blandy? The Howard Blandy that masterminded the ruthless takeover of every small family owned business in Bikini Bottom? That Howard Blandy?  I worship you. 
Howard," Get it together, little man."
Mr. Krabs," Sorry, it's just you're rich.  I'm Mr. Krabs. To what do I owe the honor of having you at the Krusty Krab, Howard?"
Howard, What would it take to buy the Krusty Krab from you?
Mr. Krabs," Buy the Krusty Krab? It's not for sale. You know, I may not make as much as your fancy-schmancy-migger restaurant chain, but it's the blood, sweat, and tears of a hard days work. It's not about the mon...  Holy sweet mother of pearl! I like the way you think Blandy. But it's gonna take a lot more than a suitcase of cash to buy the Krusty Krab from me."
Howard," Oh, there's a lot more than that. The rest is over there. "
Mr. Krabs, Jumpin' King Neptune!  Sold. Can I have my money?
Howard," Just one thing. If you can sign this contract. It just states that you relinquish the Krusty Krab and all proprietary ownership thereof. Along with its employees, merchandise, logos, and cash registers."
Mr. Krabs, Do I still get the money?
Howard, Of course.
Mr. Krabs, That'll be fine then.  Here you go. Now gimme gimme gimme gimme.  Whoo-ha! See ya around. 
SpongeBob," What's happening? Mr Krabs! Mr Krabs, they're putting up pennants in the Krusty Krab. What's going on?"
Mr. Krabs, I'm retiring!
SpongeBob, Retiring?
Mr. Krabs, I'm free to do whatever I want. I can learn to ride that bicycle I got 30 years ago. Or go to the new hook museum downtown. Or even paint bowls of fruit. Aren't you happy for me?
SpongeBob, I sure am!
Mr. Krabs," So long, boys."
SpongeBob," Have fun, Mr. Krabs. "
Squidward, Heaven knows I won't.
Carl," Hi, gentlemen, I'm Carl. I'll be your new manager."
SpongeBob, New manager?
Carl, I think you'll find working at the Krabby O' Mondays to be a both learning experience and enjoyable one.
SpongeBob, Krabby O' Mondays?
Carl,  You won't be needing these anymore.  Now here are your new uniforms and here are the...  new manuals. See ya first thing tomorrow.
Mr. Krabs,"  Ahh, the sweet smell of a brand-new day. First stop the new hook museum. And then maybe I'll...  Hey, the Krabby O' Mondays? Not the name I would've chosen. But that's all behind me now.  Wait a minute. I hate golf!  Well, I've done everything I wanted to do. And it's not even noon."
Pearl,"  Did you see the shoes she has on? So last year.  Hold on, Gina. Yeah, Dad?"
Mr. Krabs, How's it going?
Pearl, Fine.
Mr. Krabs, Whatcha up to?
Pearl, I'm talking on the phone! 
Mr. Krabs," Oh, really?"
Pearl, Really.
Mr. Krabs, Oh.
Pearl," Dad, isn't there something you need to do?"
Mr. Krabs," Actually, I was hoping you and I could do something together."
Pearl," Get out! That's it, Dad. Get a job, get a hobby, or get some friends. Because I can't take it anymore!"
Mr. Krabs,"  Find some friends she says, find a hobby she says, get a job she says...  Help wanted. "
Squidward," Ahoy there, mateys. Welcome to Krabby O' Mondays."
Kid, It's my birthday.
Squidward, Can I start you off with...
Mother, Will you sing the Krabby O' Mondays birthday song to my special little man?
Squidward," Happy, happy birthday.  Happy, happy bir..."
Carl," Uhh, Squidward, can I talk to you for a second? What's our motto here at Krabby O' Mondays?"
Squidward, Sincere service with a smile.
Carl," Well, yes, but with the Krabby O' Mondays spirit. Now, Squidward, you wouldn't want to have to talk to human resources...  ...would you? So, what's our motto again?"
Squidward, Sincere service  with a smile! 
Carl, Now you're gettin' it.
Mr. Krabs,"  Morning, SpongeBob."
SpongeBob, Mr. Krabs! What are you doing here?
Mr. Krabs," Retirement ain't all it's cracked up to be. So, I'm the new bus boy.  Uhh, ok son, you're starting to creep my out."
SpongeBob,"  I knew you'd come back, Mr. Krabs, I just knew you would."
Mr. Krabs," Ok, boy, back to work."
SpongeBob," Aye aye, sir!"
Mr. Krabs, I'm not your boss anymore. Just call me Eugene.
SpongeBob, Aye aye...Eugene. 
Mr. Krabs," Ahoy, Squidward."
Squidward," Ahoy, Eugene! Would you mind clearing this table for me?"
Mr. Krabs," Sure, Squidward. Ya know, I've never seen you this happy."
Squidward, They're watching us.
Mr. Krabs," That guy's a real pain in the hindquarters, eh Squiddy?"
Squidward," Uhh, Eugene, I think you need to look at page 20 of our employee handbook again."
Mr. Krabs," Oh, I don't need Carl's silly rules."
Squidward, I really think you should look. 
Mr. Krabs, What's this? Help me.
Carl," Hey, fellas, what's going on over here?"
Squidward," Oh, hey Carl, uhh, I was just reminding Eugene about article 24 section 3 of our employee handbook."
Carl," Cut the chatter, and pick up the platter! Great job, Squidward."
Mr. Krabs, What have you done to real Squidward?
Carl," The less you know, Eugene, the better."
Mr. Krabs, What's going on around here? Where's SpongeBob? 
SpongeBob,  Where's the love?
Mr. Krabs," SpongeBob, what happened to the Krabby Patties?"
SpongeBob, I tried to tell them... but they wouldn't listen to me!
Mr. Krabs," This is obscene.  Carl, I need to have a wor..."
Cash Register, Your change is $1.75.
Mr. Krabs," Automated cash register? Noo!  Hey, Carl, what have you done to me restaurant? Processed Krabby Patties? Computerized registers?"
Carl, Look around you. our customers are quite content with the contrived and the mediocre. 
Mr. Krabs," That's because they don't know what they're eating.  Excuse me, ma'am, do you know what's in that patty you're eating?"
Customer, No. 
Mr. Krabs," See that, without all your smoke & mirrors, no one would stomach this garbage."
Edward, What'd he say? Garbage? 
Carl," Eugene, you're in violation of your contract."
Mr. Krabs, Rules! Here's a rule for ya people can't eat stain glass barstools!  I'll show you automated! 
Carl, Mr. Blandy? Code red! Free thinker!
Howard," Mr. Krabs, is there a problem here?"
Mr. Krabs," You better believe there's a problem! I used to kiss the ground you walked on, Blandy! But after seeing this, I wouldn't even spit in your direction! Krabby Patties are supposed to be made by hand, one at a time! Not on a conveyor belt! "
Carl," Oh, my.  Does this mean I won't get that raise, sir?"
Howard,  It's ruined!
Friend, We'll have to sell it. We'll be lucky if we get a fraction of what we paid for it. 
Mr. Krabs, I'll buy it for full price.
Friend, Sold. We won't be needing your contract anymore.  Nice doing business with you.
Mr. Krabs," Pleasure's all mine. Now get out of me restaurant.  We did it, boys.  The Krusty Krab is ours again. Ya know, in a fit of maniacal rage, I may have destroyed the restaurant, scared away all our customers, and forced us into bankruptcy because I returned nearly every penny I sold this stink heap for, but it was all worth it. And I got back the love of my dear friends."
Squidward," Really, Mr. Krabs?"
Mr. Krabs," No, not really. Get back to work. "
SpongeBob," Oh, Squidward!"
Squidward,"  What do you want, SpongeBob?"
SpongeBob," Time for work, Squidward. Another day, another dollar. "
Squidward, More like another nickel.
SpongeBob,"  Good one, Squidward!  Another day, another nickel. "
Squidward, It's not that funny.
SpongeBob," It's funny, because it's true! "
Squidward, Move over. 
SpongeBob,  Nickel. 
Squidward,  Here's your food.  It's not that funny!  Please make it stop! 
SpongeBob," Ok, Squidward, see ya tomorrow. "
Customer #1, And always check for spare change.
SpongeBob," Another day, another...nickel!  2 Krabby Patties."
Customer #2," Thanks, kid."
SpongeBob," Another day, another nickel."
Customer #2, Oh. 
Squidward," He's gone laughing tormentor.  This could be my chance.  SpongeBob, you don't look well!"
SpongeBob, I don't?
Squidward, No. You should sit down.
SpongeBob, But...
Squidward,"  Shh, shh, shh.  You're burning up, SpongeBob."
SpongeBob, I am?
Squidward," Tell me, SpongeBob, have your sides been hurting?"
SpongeBob," Yeah, a little."
Squidward, And your temperature is 175 degrees!
SpongeBob, It's that bad?
Squidward," Oh, no, no, no, no, no, no. Unless you've been doing a lot of laughing."
SpongeBob," I have been laughing a lot, lately."
Squidward,"  SpongeBob, you've got to be careful! You're gonna burn out your laugh box."
SpongeBob, My laugh box?
Squidward," Yes, it's the part of your body that enables laughter. If you use it too long without giving it a break, it burns out and you can never laugh again."
SpongeBob," Is that what happened to you, Squidward?"
Squidward," Yes. What? No! Listen, SpongeBob, this is serious. If you burn your laugh box you live your whole life without ever laughing again. "
Sandy," Hey, Patrick, you wanna hear a joke?"
Patrick," Sure, Sandy."
SpongeBob,"  Sure, I'd love a good laugh."
Sandy, What has four wheels and flies? A garbage truck! 
SpongeBob," I don't wanna burn out my laugh box, Squidward."
Squidward," Well, the most important thing is to stop laughing. Any laugh at all could be dangerous."
SpongeBob, How long do I have to avoid laughing?
Squidward," Gosh, SpongeBob, I'd say at least for the rest of the day. But you better go 24 hours just to be safe."
SpongeBob," Thank you so much, Squidward! I don't know what I'd do without you!  A day without laughter is a small price to pay to save my laugh box from utter destruction. I must remain vigilant.  Nothing funny over there.  Nothing funny over here."
Patrick," Hey, SpongeBob, how's it going?"
SpongeBob,"  Patrick, banana peel, don't!"
Patrick, What'd you say? 
SpongeBob," Oh, no. "
Patrick," Hey, what the... "
SpongeBob," Wait a minute, Patrick!  Please stop!"
Patrick, Right foot first...
SpongeBob," Wait, Patrick, I can't laugh."
Patrick," You can't? Oh, I know what to do!  That usually knocks him out. "
SpongeBob,"  Get a grip on yourself, SpongeBob. You're in control.  Just back away from the whoopee cushion, SpongeBob.  They're everywhere. Everywhere!"
Delivery Fish, Look out for that pie truck! 
SpongeBob," I gotta get outta here.  There's nothing funny up here. But just to be safe...  Ah, I made it 24 hours without laughing.  That's odd.  I've lost my laugh.  I've lost my laugh! "
Patrick," Hi, SpongeBob."
SpongeBob," It's terrible, Patrick. I can't laugh anymore!"
Patrick, What happened?
SpongeBob, I went a whole day without laughing and now my laugh is gone.
Patrick," Let me take a look.  Hmmm, it's dark in here. I better light a match. "
Mr. Krabs, Come in.
SpongeBob,  Mr. Krabs?
Mr. Krabs," What's wrong, boy?"
SpongeBob, I lost my laugh.
Mr. Krabs," You've come to the right place, son. Ya know, there's one thing that always makes me laugh.  Don't it just tickle you, boy?"
SpongeBob, Not really.
Mr. Krabs, This calls for drastic measures. I don't usually do this but you seem desperate. touch it.
SpongeBob,  Nothing.
Mr. Krabs," Oh, this is worse than I thought. After all, money is the ultimate source of joy."
SpongeBob, Maybe I should ask Sandy. She's a scientist. 
Sandy," Oh, it's easy if you approach it scientifically, SpongeBob. Now, what is laughter?"
SpongeBob, The thing that used to give my life meaning and purpose but now mocks me with its cruel indifference.
Sandy,"  But scientifically speaking, its caused by your epiglottis constricting your larynx causing irregular air intake and respiratory upset."
SpongeBob, Sounds painful.
Sandy," Science makes everything sound painful, SpongeBob.  Now, here's a humor theory textbook, laugh mechanics, and the quantum giggle theory."
SpongeBob," Thank you, Sandy."
Squidward," Ah, it sure is peaceful around here since SquarePants became a sad sack."
SpongeBob, I read all the books and still nothing. I guess I'll never laugh again. 
Squidward, I really hate to see the little guy sad but not as much as I hate to see him happy. 
Narrator, Later that same evening...
Squidward,"  I think I found the one thing I hate more than his laugh. I'm sure he'll cry himself out soon.  What have I done?  Oh, that's it! This charade has to end. "
SpongeBob, Hi Squidward.
Squidward," SpongeBob, this infernal crying has to stop."
SpongeBob," But Squidward, I...I broke my laugh box! "
Squidward," SpongeBob, there's no such thing as a laugh box! I made the whole thing up to get some peace from your insipid laughter!"
SpongeBob, You mean...my laugh box isn't broken and it was a cruel lie that sent me into spiral depression.
Squidward,"  Uhh, well it sounds pretty harsh when you put it that way, but yes."
SpongeBob, I could laugh the whole time?
Squidward, Yeah.  You really fell for it.
SpongeBob, I guess I did.
Squidward, You even fell for the ol' thermometer in the boiling oil routine. 
SpongeBob,"  It's really not that funny, Squidward."
Squidward, It's hilarious!
SpongeBob," See ya later, Squidward. "
Squidward,"  Break your laugh box! What a schlemiel.  yahhhh!  and falls flat to the ground, while two paramedics come take him to the hospital]"
Patrick," Look, he's waking up."
Squidward,  Where am I?
Sandy," You're in the hospital, silly. You broke your laugh box."
Mr. Krabs," The doctor said it was the most tiny, dried-out, underused laugh box he ever laid eyes on."
Patrick, So they cut it out.
Squidward, Cut it out?!
Patrick," Yeah, wanna see it?  It's fun to shake it up and watch it bounce around."
Squidward,  Gimme! Oh. I can never laugh again?
Doctor, Nonsense. Your laugh should be stronger than ever.
Squidward," But, you cut out my laugh box."
Doctor," Yes, but uhh, one of your friends generously allowed us to transplant part of theirs to you."
Patrick, Nope.
Mr. Krabs, They wouldn't pay me.
Sandy, You're getting warmer.
Squidward,  SpongeBob? 
SpongeBob," Hey, you laugh just like me.  Ah, there he goes off to share his laugh with the world. "
SpongeBob,"  Hurry, Patrick, it's almost time for the joust."
Patrick," Right behind ya, SpongeBob. "
Speaker," Welcome to Medieval Moments. You're just 20 wizard's paces away from swords, sorcery and bad hygiene. "
Henchman," Right this way, please."
SpongeBob," Excuse me, my good man, I believe thou meant to say ""Righteth this wayeth"". "
Henchman,  Some day but not today.
SpongeBob," How's that mutton, Patrick?"
Patrick, Methinks it's mutton-tastic. 
Medieval Queen," Morrie, you're suppose to announce the jousting tournament!"
Medieval King," Good evening, fair patrons of Medieval Moments. By royal decree, we ask that two audience members come forth and participate in the, uhh, royal joust.  Oh, alright. It appears that the pink starfish and the yellow sponge are our lucky contestants tonight. Hoorah."
SpongeBob," Isn't this exciting, Patrick? To think, we'll be watching the joust this close up."
Royal Henchman," You won't be watching the joust, you're in the joust."
SpongeBob," Pat, do you know how to ride a seahorse?"
Patrick, Nuh-uh. 
SpongeBob," Mr. Seahorse, sir, you're gentle on beginners, aren't you? "
Patrick," SpongeBob, help!"
Crowd, Take his head off!
SpongeBob, I don't suppose now would be a good time to ask for a bathroom break!  Patrick! 
Patrick,  Glad that's over. 
SpongeBob,"  Look, some employees from the restaurant came to help us."
Horseman, Arrest these traitors for committing the act of witchcraft by falling from the sky.
SpongeBob,"  Whoa, they really go that extra mile for authenticity. Salutations fellow knights."
Horseman," Silence, heathen! "
SpongeBob, Ah! I get the point. 
Dungeon Master," Nighty night, ladies. You'll have many more in here."
SpongeBob," Gee, Pat, these props sure are convincing. "
Squidly," Oh, blast this confounded instrument. If I never play with ease, may my own great-great-great-great-great-great-great grandson be cursed ten-fold."
SpongeBob," Squidward, what are you doing here?"
Squidly,  Dost thou talketh to me?
SpongeBob,"  Good one, Squidward.  ""Dost thou talketh to me?""  "
Squidly," Scoff not, young squire. Thou hast mistaken me for another. I am Squidly, the king's royal fool. Or at least I was until I royally messed up."
SpongeBob," Wow, what'd you do?"
Squidly," I'll show you. ♪I was the king's favorite fool. I made merry mirth and laughter. Then I told one bad joke and the king had a stroke, now I hang from ye olde rafter.♪"
Patrick,  What does a guy have to do get some mutton around here? I'm starving!
Squidly, Don't hold thy breath! We'll be lucky if we get fed again by the 12th century!
SpongeBob, They sure do take their role-playing seriously around here. 
Patrick, What's that?
Squidly," ♪The evil wizard's dragon is here. See the townsfolk scream with fear. See the townsfolk try to run. I can tell this won't be fun. The dragon will torch everything. Everything in the valley. Hospitals, schools, retirement homes, and even ye olde bowling alley.♪"
Citizen, Not the bowling alley! 
SpongeBob," Knights, jesters, dragons, medieval bowling alleys, 12th century? Don't you see, Patrick? We really are in medieval times!"
Patrick," Oh no, I think I left the water running at home!"
Dungeon Master, The king wants a word with you two.
Patrick, Yay!
SpongeBob," Wait, we don't leave without Squidly."
Dungeon Master, Why should I take him?
SpongeBob," Because, umm, Squidly has thought of some brilliant songs for the king and he just has to hear them. Isn't that right, Squidly?"
Squidly,  Absolutely. 
SpongeBob,"  Squidly, uhh, maybe you should wait for the king to hear that."
Squidly, Suit thineselves. Thou dost not knowest what thou art missing.
King,  Woe is me. Woe is me. Woe is me. What to do? What to do?
Pearl," Father, what art thou going on about now?"
King," Oh, just the same ol' thing dear daughter. It's that wretched wizard Planktonamor. His insidious dragon's destroyed half the kingdom. Soon, there'll be no citizens to tax. Not one of me best knights have been able to defeat him. "
Pearl," Father, remember your blood pressure. You wouldn't want another leech treatment, would you?"
Leech, Meow.
Henchman," Your highness, the dungeon master has brought the prisoners you asked for."
King," Well don't just stand there, send 'em in."
Henchman," Sure thing, your highnessssssssss. "
SpongeBob," Hey, Mr. Krabs."
King," How dare you bark at me in that tone, knave! I am the feared ruler of this kingdom and will be addressed as such."
SpongeBob, Sorry.
King, And why have you brought this fool back into me throne room?
Squidly," If your majesty may be so kind, I think I have a song that will answer all your questions."
King," Ohh, alright, alright. But this is your last chance, fool."
Squidly," Oh, thank you sir. Thank you. You won't be disappointed. ♪Oh hear me king for I must sing, how you are the greatest at everything. Like letting a dragon burn down our city, a horrible sight that wasn't pretty. 'Twas all your fault and 'tis a pity, you are bad, you are to blame, now hang your kingly head in shame.  La la la la la la la la la la la!♪"
"Squidly, SpongeBob, and Patrick"," ♪The king is bad, the king's to blame, he hangs his kingly head in shame. La la la la la la la la la la la!♪"
King," Guards, send these slanderers to the guillotine. "
SpongeBob," Wait, you don't understand. We're not from here."
King, That's because you're witches who were sent by Planktonamor to destroy me.
SpongeBob," No, we're time travelers.  Help me out here, Patrick."
Patrick, I'm not sure that there's anything I can add at this point.
King," Ok, I'm through playing around. Guards! "
Pearl," Father, you must spare them. Hast thou forgotten about the prophecy."
King, What prophecy?
Pearl, The one right above your head.
King, How long has that been there?
Pearl," The story tells of two brave knights who fall from the sky, and are sent by the king to rid the lamenting town of the evil dragon controlled by the one-eyed wizard. Father, don't you get it? It's them. These strangers have come to rescue us, like in the prophecy. "
King," How dare you defile my house, demon!  Princess Pearl! I'm coming Pearl. Prepare to meet thy maker, foul beast. "
SpongeBob,"  Well, I guess this is it, Patrick."
Patrick," I guess so. I'm gonna miss you, SpongeBob. "
SpongeBob," I'll miss you too, buddy. "
Pearl," Daddy, help!"
King," Pearl!  Can no one stop this madness?  You two, my apologies.  Most noble and valiant warriors."
Patrick, I guess this is what you call the royal treatment.
King, May Neptune grant you safety on your perilous journey to the evil wizard's castle to which no one has escaped alive.
SpongeBob, We're going on a perilous journey?
King," Well, of course, you're the chosen ones. Huh, what's this? A lost piece of the prophecy? Hmmm…"
SpongeBob," Lemme guess, more praise for our heroic stature?"
King," Actually, it says I'm supposed to kick you out of here."
SpongeBob," Say no more, your majesty. Us manly knights are so manly, we kick ourselves out of places. Come on, Patrick! "
Patrick, Look out trouble! 
Squidly," Well, so much for their company. "
King," On second thought, you better go with 'em. They could use the entertainment."
Squidly, Have it your way.
King, Good luck strange ones!
SpongeBob,"  I know we're a prophecy and all, but I don't think we can stop the dragon with our bare hands."
Patrick," Yeah, we need some gloves."
Squidly, Perhaps yonder blacksmith can provide some arms for your battle.
SpongeBob," At last, an honest man of the soil. Observe, as a I effortlessly commingle with this brutish native.  Greetings, iron man. I am Sir SpongeBob of Bikini…  ...Bottom. "
Blacksmith," I told you people before, I'd have the rent when I have it."
SpongeBob, We just wanted to buy some armor.
Blacksmith," Well, why didn't you just say that?  Hmmm, I've got just the thing for you."
Patrick,"  This is awesome.  Hey, SpongeBob, get out here!  Whoa, SpongeBob you look incredible."
Blacksmith," And now for the piece de resistance.  Your sword, brave knight. Hand-forged from anodized dragon's skin. It is truly a weapon worthy of a knight of your stature."
SpongeBob,"  A little heavy, isn't it? "
Blacksmith,"  That's gonna need some stitches. Let me see what I else I got.  Unfortunately, all I have in the way of light weaponry is this jellyfish net. "
SpongeBob, That's perfect! 
Squidly, We doth have a long journey ahead of us.
SpongeBob,  It's a good thing I packed us a lunch of delicious Krabby Patties.
Patrick, Ooh!
Lord Planktonamor,"  This be the legendary prophecy?  Oh, that be-eth rich. 'Twould almost insult me were it not so funny."
Karen the Crystal Ball," Planktonamor, thou art cocky and overly confident with thyself."
Lord Planktonamor," Trusteth in me, Karen. I doth knowest what I am doing. Come hither, boy.  Deliver my demands onto his majesty, King Krabs. "
Dark Knight,"  Halt, who goes there?"
Squidly," Doth my eyes betray me? 'Tis the nefarious dark knight. ♪Oh dark knight, spare us please, don't cut off our heads or boil our knees. Pray take these two and let me go free and I will give to thee some...cheese! "
SpongeBob and Patrick, Dark knight?!
Dark Knight,"  I asketh once more. Before I rip thee limb from limb, reveal thyself!"
SpongeBob, I am SpongeBob and this is Patrick.  We've been sent to rescue Princess Pearl from Planktonamor.
Dark Knight,"  If thou wishes to get across, thou willst have to get through me!"
SpongeBob,  Medieval Sandy! I know how to handle this With a little karate! 
Dark Knight," By the hammer of Odin, this be a new fighting style my eyes have not yet seen."
SpongeBob," I am bad, oh yeah! Whoo!"
Dark Knight, Doth thou tryeth to insult me? Thou willst drink from the fountain of shame!
SpongeBob," Pssh, did you hear that Patrick? I told you she thinks like a squirrel.  Good one, Medieval Sandy. But can you handle my feet of fury? "
Dark Knight," Wouldst thou like a little rub down?  You have bested me, yellow knight... Strike quick and true, noble sponge..."
SpongeBob," I don't understand a word you just said!  Uhh, Medieval Sandy, you don't look so good. Sandy? Sandy…?  Patrick, it's working. Do it again. "
Dark Knight," Thou hath spared me kind and noble sponge. And unto thee, I owe a debt of gratitude, for I will follow you on your quest to defeat Planktonamor and learn a trifle of that karate."
SpongeBob," Yeah, karate! "
Squidly, Oweth.
Henchman, Your majesty! Your majesty! A scroll hath arrived for thee.
King, Thou must hand over thy village and thy throne or thy daughter shall be dipped into a cauldron of lava?! Pearl!! 
Squidly," That be the shriek of the fair Princess. ♪Hark, the Princess, she screams from the tower, by the sound of her shrieks this is her final hour.♪"
Dark Knight, Then time be of the essence. Doth we all remember thy plan?
Patrick," No, uhh, I mean yes. Yes! That's what I said, heh. Yes."
Dark Knight," Then let us forge on. Make way, heathens. Dark Knight coming through."
Guard," State thy business, Dark Knight."
Dark Knight," These village idiots are conspirators against Master Planktonamor and I needeth know which form of torture thy master wishes upon these wretched fools. Do I have their limbs tied to horses and swiftly yanked apart? Rip! Or pluck each individual eyelash one by one, taking away their every single last eyelash wish! "
Guard," Very well, Dark Knight. Entrance be granted.  Halt! Make a wish. "
Dark Knight," Wow, goodsome thinking, Sir SpongeBob. Posing as a frightened wee babe in ye ol' diapers did make it most believable."
SpongeBob," Yeah, you think we fooled them?  Wait, that's Pearl. I must fulfill the prophecy while you untie Patrick and the royal doofus."
Squidly, That be royal fool.
SpongeBob,"  Hang on, Pearl, we're coming to rescue you!  We're a-comin'. Almost there. Oh, dear Neptune."
Lord Planktonamor," Soon the King's village will be mine, mine, mine! "
SpongeBob,"  Unhand her, you fiend!"
Pearl, The prophecy is nigh!
SpongeBob," We're here to rescue you, Pearl. Whew! Can I get a glass of water?"
Lord Planktonamor, Sparkling or regular?  Psycheth!
SpongeBob,  You truly are the nastiest wizard in all of Bikini Bottomshire. Prepare to be vanquished.
Lord Planktonamor," Bring it oneth, knave."
SpongeBob,  What the…? Where…? Oh…  I didn't see you. You're so tiny.  That tickles! Tiny powers! Tiny powers! 
Pearl, I be-eth ok.
Lord Planktonamor,  Wow…huh?  Yes! Yes! Sicketh them boy! 
Squidly," Perhaps a soothing limerick will calm thee. ♪There once was a dragon so handsome and smart, he let me go free for he had a big heart.♪  Everyone be-eth a critic."
Dark Knight, Hi-ya! 
Patrick, No! No! No! 
Lord Planktonamor," Dead end for you, simpleton. "
SpongeBob," Wait a minute.  Wow, the boys back home will never believe this."
Patrick, I'm right here and I don't believe it. 
SpongeBob and Patrick, No! No! No! No!
SpongeBob," Well, I guess this is it, Pat."
Patrick," Yeah. Hey, can we eat those Krabby Patties now?"
SpongeBob," Sure, buddy."
Patrick, Yay!  Hey!
SpongeBob, Patrick look! He's eating the Krabby Patties.
Patrick, Huh? No! No! No-o-o! The horror. The horror.
SpongeBob," No, Patrick, it's a good thing."
Patrick, It is?
SpongeBob, Sure it is. Just listen to him purr. He loves that Krabby Patty.
Lord Planktonamor, Forsooth. What be-eth going on here? Destroy them! Do it now or so help me.
SpongeBob," Umm, I'd be more than happy to make you some more of those delicious Krabby Patties. "
Lord Planktonamor, Curses. You win.
