"Season","Episode","Character","Line"
"12","12","Kyle","What the hell?  Ike?
"
"12","12","Stan","Dad, your boss called. He said you're fired.
"
"12","13","Stan","What's High School Musical 1 and 2?
"
"12","13","Cartman","There's not- there's not even condiments on his baloney sandwich!
"
"12","13","Kyle","They just released part 3 in theaters and it made 80 million opening weekend.
"
"12","13","Kyle","I swear
"
"12","13","Stan","Uh, Wendy?
"
"12","13","Stan","It is?
"
"12","13","Stan","Yeah, look, I I know you think the kids in school like you, but, actually they're all getting really annoyed.
"
"12","13","Stan","Basketball?
"
"12","13","Stan","No, dude, listen, you need to take a stand and tell your dad what you want!
"
"12","13","Kyle","You're not copying my homework, you lazy turd.
"
"12","13","Cartman","Shut. Up. Shut. Up. Shut. Uuup!
"
"12","13","Stan","Yeah, just go in at recess and shoot some ball with the team, God damn it!
"
"12","13","Stan","Look, you guys might be fine with being outcasts and hanging out with Scott Malkinson, but I'm not!
"
"12","13","Cartman","Don't stress about it or you just might faint.
"
"12","13","Stan","But... No, we just... No, no wait. We just got good at this! Aw!.
"
"12","14","Stan","What?
"
"12","14","Butters","Ugh.  Kenny, there's a vampire on the loose. He and Katie Gelson was hanging out with him, and now she's a vampire too!
"
"12","14","Kyle","Butters, there's no such things as vampires.
"
"12","14","Cartman","All right Butters, will you go document the vampires' movements so we know what their intentions are.
"
"12","14","Butters","All right!  If I don't make it back, tell my mom what happened to me. 
"
"12","14","Butters","Oh, uh... I wanna be a vampire.
"
"12","14","Butters","Soda and Cheetos, yes. I'll be right back.
"
"12","14","Butters","I can't do it. Ah, I- I can't do it!
"
"12","14","Cartman","Dude! 
"
"12","14","Cartman","Yes.
"
"12","14","Butters","What's that, Dad?
"
"13","1","Cartman","Would you look at that? It's just incredible, isn't it?
"
"13","1","Stan","Yeah, dude, Tammy Warner. She's a fifth grader.
"
"13","1","Cartman","He took it pretty well.
"
"13","1","Stan","Dude, you? We thought you really wanted to have a BJ before you got too old an-
"
"13","1","Butters","Fellas! Hey fellas! I heard that Kenny is still going out with that slut Tammy Warner.
"
"13","1","Kyle","Yeah, but it's okay Butters. They have purity rings now.
"
"13","1","Kyle","Yup, he's in here. 
"
"13","1","Stan","Dude, what the hell are you doing, Kenny?! This is the day we were supposed to throw cow turds at cars together!
"
"13","1","Stan","You want your Grey's Anatomy back, Kenny?
"
"13","1","Cartman","Hey! Hey, those Jonas Brothers are assholes!
"
"13","2","Kyle","Why do you care?
"
"13","2","Cartman","And of course the most common question asked is, just who is he?  Is he a hero or a menace?  While we can all admit that the Coon is obviously really cool, we should also be asking each other... ""Why does he care so much for the people of this town? Why does he sacrifice himself every night to rid our streets of crime? And does he really have the right?"" What we all need now-  Clyde? Clyde, could you wake up please? This is important.  What we all need now is PROOF... that the Coon exists. I believe that tonight from approximately 5 to 5:45 the Coon is going to be on the roof of Walgreens. I know I'll be there with my camera. And I'm sure... many of you will, too.
"
"13","2","Cartman","Which one of them is it? Somebody is dressing up and pretending to be a superhero! But who? Has to be one of the guys in my class, 'cause only they knew that the Coon would be on the rooftop of Walgreens.  No, stop. Can't think about that right now. Have to focus.  Tomorrow is the most important day in the Coon's life. Everything the Coon has lived and fought for comes down to tomorrow. Concentrate.
"
"13","2","Cartman","I got boned! That's what I did, Mom! I try to do good stuff and nobody even notices!
"
"13","2","Cartman","What?!
"
"13","2","Cartman","So, guys! Any of you do anything interesting last night?!
"
"13","2","Stan","Dude, I have a picture of Mysterion in my locker too.
"
"13","2","Kyle","Hey. Hey, you're that Mysterion kid.
"
"13","3","Stan","Mom, Dad, how come there's suddenly no money?
"
"13","3","Randy","Yea, it is an angry and unforgiving Economy. To repent we must stop frivolous spending! Instead of paying for cable let us watch clouds! Instead of buying clothes, wear but sheets from thine beds! Cut spending to only the bare essentials! Water and bread and margaritas, yea. 
"
"13","3","Kyle","Well this sucks!
"
"13","3","Cartman","Hengh!  Of all the times for people to decide to stop buying things, it had to be the week that Grand Theft Auto 4 comes out for Nintendo DS!  Hengh!
"
"13","3","Kyle","Now look! The reason we're in this situation is because people are being stupid! The economy isn't some vengeful being that takes things away from us. The economy is just made up of people, and people have just lost their faith in it.  What people really should be doing is spending more. Spending is fine. People should just go outside. People should just go outside. They should buy the things they need for their friends and family
"
"13","3","Randy","I am pretty smart, yea. But I have assembled this economic committee to make sure that everyone sticks to my new plan.
"
"13","3","Kyle","Hey! Hey, stop it! Stop!
"
"13","3","Randy","That is stupid, yea. And going around telling people to shop... is dangerous!
"
"13","3","Cartman","Did somebody say ""catch a Jew""? The person you're after might be hard to get, but I can bring him to you. And all I want in return... is Grand Theft Auto: Chinatown Wars for handheld Nintendo DS.
"
"13","3","Randy","But that's... impossible. Why would he do this?
"
"13","4","Kyle","Come on guys, we gotta go! 
"
"13","4","Cartman","Let's get to my house!! 
"
"13","4","Butters","This is gonna be great!
"
"13","4","Cartman","Ah ah ah, that's my seat, Craig.
"
"13","4","Butters","Well it's on, it's on, itsonitsonitson!
"
"13","4","Cartman","No! No! As a matter of fact, I will not hold! I've been on hold for thirty-five minutes! Well we want some Goddamned answers, that's what we want! Like why did you show that smut instead of the Terrance and Phillip conclusion, you asshole?!
"
"13","4","Randy","Hey pal. I heard about what happened at school today. You wanna talk about it?
"
"13","4","Stan","It was so gross, Dad, I mean, what if another girl at school tries-?
"
"13","4","Randy","Okay, that's enough, girls! Alright? I mean, how old are you, Sharon?
"
"13","4","Stan","Stop it, Mom!
"
"13","4","Randy","Sharon! Marsh!
"
"13","4","Randy","That's completely different!
"
"13","4","Stan","On television us children are starting to see and hear more and more graphic queefing.
"
"13","4","Stan","No way! We did it?!  Yeah!!
"
"13","4","Randy","HA! Read it and weep, Sharon! No more queefing!
"
"13","4","Cartman","It's time for equality. We must give them the respect they deserve.
"
"13","4","Mr. Garrison","They're just the same as you and me. Their rights must be preserrrr-r-r-rrrved.
"
"13","5","Cartman","Alright, well maybe I can help you, you know, we can totally write some stuff together.
"
"13","5","Cartman","Meh. 
"
"13","5","Cartman","What are you, Clyde? A gay fish?
"
"13","5","Cartman","What are you?
"
"13","5","Cartman","Yeah dude, there's lots of people out there using our joke on their shows. We should be getting compensated.
"
"13","5","Kyle","What?
"
"13","5","Cartman","Yeah dude. I told you this would happen. Now look, I got a lawyer to draw up some patent papers. We've got to sign these so that people know that the joke belongs to you and me!
"
"13","5","Cartman","Jimmy, that's messed up. We decided that day to write together. Don't you remember?
"
"13","5","Cartman","It's just... I don't know what to do about Jimmy. I'm starting to think he might try and Jew me out of my half of the fishsticks joke.  I just... need you to teach me some Jew defensive moves, Kyle. Because we really both did come up with it. 
"
"13","5","Cartman","Oh thank you Mrs. Valmer.  Now let's see... The setup could be... ""Do you like fishsticks?""
"
"13","5","Cartman","Ellen, comedy is like a game of racquetball, you know? You serve, and the other person hits it back. It bounces off the wall, you backhand it. And it goes back and forth and back and forth and then hopefully you've got a good joke. Thank you.
"
"13","5","Cartman","Ahaw don't cry, pal. You're gonna get me started. Anyway, what was really important for us as a team, Ellen, was to make sure that everyone knew that we came up with the joke, and not Carlos Butthole Mencia.
"
"13","5","Cartman","Yeah, that was kewl huh?
"
"13","5","Cartman","That is bullcrap Jimmy, and you know it! I had just as much to do with the fishsticks joke as you did!  Dude, it's Puff Daddy!
"
"13","5","Cartman","Well, maybe I can help you. We can team up. 
"
"13","6","Stan","It's uh, Marsh. 
"
"13","6","Randy","One point five?
"
"13","6","Randy","Oh yeah!  Oh yeah!  Suck on that, Hollis!
"
"13","6","Stan","Alien?
"
"13","6","Randy","Hullo?
"
"13","6","Stan","Come on, Dad. We've gotta come clean.
"
"13","6","Randy","What?! 
"
"13","6","Randy","That's right, yep, you're the first ones.
"
"13","6","Stan","Dad? 
"
"13","6","Randy","You see Stan? What did Daddy tell you? Everything worked out.
"
"13","6","Mr. Garrison","He's right. We don't have to call the police back.
"
"13","6","Randy","Alright, fine, look: there's plenty of space cash to go around!  Thanks to us, our planet is rich, son! 
"
"13","6","Randy","Yeah, it doesn't look like the space cash was ever here.
"
"13","6","Randy","Hey. Hey Mexico! We said no spending the space cash yet!  What the hell are you doing?! Will some country that speaks Spanish yell at Mexico please? They're gonna ruin everything!
"
"13","6","Stan","The truth is, I don't deserve this trophy. 'Cause I cheated on my Pinewood Derby car. I used something not in the approved kit. 
"
"13","6","Randy","Yeah, no, we've told you everything.
"
"13","6","Randy","It was... a trick?
"
"13","7","Cartman","You guys! You guys! We can finally do it! We can finally leave this crappy town and live the life we've all dreamed of!
"
"13","7","Kyle","No, I'm being totally serious. That is the best idea you've ever had. You should run away to Mogadishu. You should go there right away. I'll even help pay for your ticket.
"
"13","7","Cartman","Attention! All right, you booty lovers! So you decided to join Captain Cartman's edjeh...  Uh, guys, who let in the g-i-n-g-e-r?
"
"13","7","Cartman","We set course tomorrow! I purchased everyone's ticket online using me mother's credit card!
"
"13","7","Butters","Neato!
"
"13","7","Cartman","That we be, lass. It's all paid for on me mudder's credit card.
"
"13","7","Butters","It's just l-leavin' everything behind, uh, uh I can't believe I'm actually doing it.
"
"13","7","Cartman","Ah, nice. Come on, mateys! 
"
"13","7","Cartman","I am Captain Cartman and this here be my terrible crew! We be lookin' for a ship to pirate with
"
"13","7","Cartman","Oh, excellent! They're taking us to a ship. Once we commandeer our vessel the plundering will be easy indeed, lads. 
"
"13","7","Cartman","Alright lads, guess we'll have to settle with this meager ship. Two of you sit aft and two of you sit in the front.
"
"13","7","Cartman","Ike, will you do something about Clyde, please?  Very nice, Ike.  All right me hearties! Keep your eyes open for boats to plunder! 
"
"13","7","Cartman","Yeah that's good, but now go ARRRGH!
"
"13","7","Kyle","Yes! I can't help but take some credit for this. I helped convince him to go!
"
"13","7","Stan","You really think he'll die in Somalia?
"
"13","7","Kyle","Oh God. What have I done?
"
"13","7","Cartman","The FUCK are you pirates doing?! Are we gonna plunder them or not?!
"
"13","7","Butters","Have a good day! 
"
"13","7","Cartman","Better! With a yo ho ho!
"
"13","7","Cartman","Somaliaaan piiiraaates weeeeee.
"
"13","7","Cartman","Ahhh, good. A hostage will bring a fine ransom.  Well well well well well!
"
"13","7","Kyle","No, fatass, I came to get my brother! We all have to get out of here! It isn't safe.
"
"13","7","Butters","Huh?
"
"13","7","Kyle","Cartman, knock it off!
"
"13","7","Cartman","Me and my crew are gonna go on piratin' forever! 
"
"13","8","Cartman","Billy Mays? Billy Mays?!  Dude, you didn't tell us Ike was seeing Billy Mays!
"
"13","8","Cartman","Look Kyle, if there's even a chance that Billy Mays' soul is not at rest, then I wanna help however I can.
"
"13","8","Kyle","It's all just in your head, Ike.
"
"13","8","Stan","Uh oh.
"
"13","8","Stan","Mr. Jackson, you can't do this! This is not your body!
"
"13","8","Kyle","What the hell are we going to do??
"
"13","8","Kyle","Okay, here's the one part that really makes no sense to me:  the first time you saw blood stains on your underwear, were you alarmed?
"
"13","8","Kyle","And then takes you to Chipotle, and buys you more?
"
"13","8","Cartman","God I hope this works.
"
"13","8","Kyle","Aww crap!
"
"13","8","Kyle","Aw dide, this is hopeless!
"
"13","8","Cartman","Wait wait! Wait, look at the lady judge.  She's eating Chipotle.
"
"13","8","Cartman","What if you didn't have to give it up?
"
"13","8","Kyle","Yeah!
"
"13","8","Kyle","Ike!  Ike, you're back!
"
"13","9","Stan","Hey heeey, what the hell are you guys picking on Butters for this time?!
"
"13","9","Cartman","Aw dude, you guys are not gonna believe this. You know what we just found out? Well it turns out that Butters, our Butters, has never kissed a girl 
"
"13","9","Butters","So what?!  So I'm almost nine years old and anyone who hasn't kissed a girl by fourth grade is a dork!
"
"13","9","Butters","Boy oh boy. I finally did it. I'm a man now.  Jeez, I'm gonna start havin' lots of responsibilities soon. I gotta start thinkin' about a career. There's gonna be family and bills to start worrying about. M-no more play time for you, Butters! You gotta buckle down and find, and find yourself a way to make money.  Hey, I know.
"
"13","9","Butters","Boy oh boy, this sure is great! I've been thinkin', Sally: I could probably drum up some third grade customers if you could do kisses before school too. We could make double the money.
"
"13","9","Butters","We could have our very own...  kissin' company.
"
"13","9","Butters","Hey, look at this! There's about to be a big pimp convention, it looks like. I gotta get to that convention, Sally. I could learn all kinds of stuff for our company.
"
"13","9","Butters","Sure, Kyle.
"
"13","9","Kyle","Butters, can't you see this is wrong? You've got little boys all over school spending all their lunch money on kisses. Boys shouldn't be paying for kisses. It's wrong.
"
"13","9","Butters","Oh sure! My black employee Charise over there, one time she made two thousand dollars, on one customer! Can you believe it? Two thousand dollars just to kiss a feller. She currently stays in a motel room, 'cause a lot of her customers see her late.  You wouldn't believe the time of night some fellers wanna kiss.
"
"13","9","Butters","In a motel room. Darnedest thing. He must get sleepy.
"
"13","9","Butters","Oh. Well we operate on a sixty-forty split here. Bitches have access to Medicare and now, low-income housing loans.
"
"13","9","Butters","Gals. Gals, could you all come gather round? Gather round, gals; take a knee.  Gals, I... well I'm afraid I can't do this anymore. I'm gonna be leavin' the company. Well I enjoyed being your pimp and all, it's just that... when I see real love, like what those two people have, well, well it just makes me feel like a... well, like a dick. Well I may be a man now, but it doesn't mean I have the right to be earnin' money for what girls do, whether you're chargin' fellers for kisses by cash or by makin' them listen to your stupid motherfuckin' problems. Well that's your hard work. Bitches, this is your company now, so get out there, and make yourselves some motherfuckin' money!
"
"13","10","Cartman","This is awesome!
"
"13","10","Stan","Why did they have us put on long underwear.
"
"13","10","Cartman","You capitalist swine, I'll crush you!
"
"13","10","Cartman","That's not wrestling, dude, that's fucking gay!
"
"13","10","Cartman","Well this is fucking lame dude! Let's get the hell out of here, guys. 
"
"13","10","Cartman","Then Butters, you come in as the ref all like ""No no, the fight hasn't started yet,"" and that's when Jimmy sneaks up from behind and hits me over the head with a foldaway chair.
"
"13","10","Stan","You don't come to this country and make fun of it!
"
"13","10","Cartman","And just vhat do you care about your pitiful country?!
"
"13","10","Cartman","I might have to wait for my hepatitis test, but in the mean time, I have brought my comrade from Mexico to wrestle against you!
"
"13","10","Cartman","Alright you guys, let's bring it in.  I think we've done a really great job and let's just keep the energy up, you know, have a good flow, and have fun out there, okay?
"
"13","10","Stan","Only a country like yours can breed men of such discontent, Rad Russian. But you don't know what real pain is! PAIN! Like I've known. Abandoned when I was four years old by my parents. Left to die in a cold and dark sewage tunnel!
"
"13","10","Cartman","""Gentlemen, We have heard of your wrestling federation and are quite interested in its popularity. The WWE is delighted to inform you that it will be sending a talent scout, President Vince McMahon to view your wrestling event this Saturday the twenty-fourth.""
"
"13","10","Kyle","Oh my God... Oh my God...
"
"13","10","Butters","Juggernaut! There is to be an Ultimate Smackdown this Saturday! Are you going to run from that as well?
"
"13","10","Kyle","I'll fight anytime, anywhere!
"
"13","10","Kyle","Yeah, what's this about? We should be writing our monologues for Smackdown.
"
"13","10","Cartman","Guys, let's face it: they can't wrestle for crap! I mean, every time I wrestle with one of them, they flub a line or blow their monologue. And Token? He has no emotion, no timing, he's the worst wrestler I've ever seen!
"
"13","10","Stan","And Butters and Jimmy I mean, they're okay but, they're never gonna make it as professional wrestlers.
"
"13","10","Kyle","So what do we do?
"
"13","10","Cartman","Yep. We've gotta bring somebody else on who can handle the more difficult roles that we can wrestle against instead of those guys.
"
"13","10","Cartman","Thank you! Number twenty-four?  You're wrestling for the right to marry Mackenzie Phillips, but just learned that she had sex with her father uh, go!
"
"13","10","Stan","Yeah yeah, not bad.
"
"13","10","Cartman","Let's see uh, can we get number thirty seven to step forward again.  We just wanna get to know you all a little better. What can you tell us about yourself?
"
"13","10","Cartman","You're just gonna have to deal with that.
"
"13","10","Butters","Stay out of my business Sergeant Hammerclaw! You just stay out of my way!
"
"13","11","Stan","Dad, why did they do that?
"
"13","11","Cartman","Can't read my, can't read my, 
No he can't read my poker face. 
She's got to love nobody. 
Can't read my, can't read my, 
No he can't read my poker face. 
She's got to love nobody. 
Papapa poker face papa poker face. 
Mumumumuh. 
Papapa poker face papa poker face. 
Mumumumuh.
"
"13","11","Kyle","Dude, they've been doing that for a long time.
"
"13","11","Stan","So? Dude, don't you guys care? We have to do something?
"
"13","11","Stan","Yeah. Butters, do you wanna help?
"
"13","11","Stan","...No, I don't care about the show.
"
"13","11","Stan","Oh no, no, NO.
"
"13","11","Cartman","What dude?
"
"13","11","Stan","What? Dude, we're trying to get to some whales.
"
"13","11","Stan","Dude, fuck you!
"
"13","11","Stan","Why do you do what you do?! Do you know that ninety eight percent of the world is against whaling?! Why can't you just stop?!
"
"13","11","Stan","Oh, right. Look, I... I thnk I can make everything okay here. Can I just use a phone?
"
"13","12","Kyle","This... is exactly what I needed.
"
"13","12","Cartman","Excuse me. Excuse me! Hey assholes!  You guys know that everyone thinks you're total fags, right.
"
"13","12","Cartman","But Cartman isn't letting up on him. 
"
"13","12","Stan","...That makes perfect sense, Butters.
"
"13","12","Stan","Oh that's good.
"
"13","12","Cartman","Yeah, I think that'll be nice.
"
"13","12","Kyle","Yeah. I think maybe everything is gonna be okay now.
"
"13","12","Stan","Yeah, we did that!
"
"13","12","Stan","Then you're not a fag.
"
"13","12","Stan","""Bike-curious""! Don't you people keep up with today's lingo at all?!
"
"13","12","Stan","That, that lady said it's because fag still means homosexual in the dictionary. So we just have to convince the dictionary people to change the definition.
"
"13","12","Cartman","Hey, hey yeah. Then people would be free to call Harley riders fags all over the country.
"
"13","12","Stan","Yeah yeah, that's totally what a fag does.
"
"13","12","Butters","That's because you guys never understood!  You fellers never got what these people are really about! Freedom! Rebellion against the system! A living image of independence! Solid, defiant, and supremely cool, the biker is an All-American icon of resilient individuality and freedom.
"
"13","12","Cartman","Oh it's over, it's finally over! 
"
"13","13","Cartman","But hey, I'm just a normal kid, like you, except that I ask questions. And because I'm brave enough to ask questions, I come under scrutinies. Is Wendy using your lunch money to buy heroin? Probably not, but how can we know? I don't want my lunch money going to drugs! Who's taking these drugs? What would be the point? I'm asking questions!
"
"13","13","Cartman","Oh really?! Then how come Gordon Stoltski got to go on for like five minutes that one day?!
"
"13","13","Kyle","Oh God, no! 
"
"13","13","Butters","It is true!
"
"13","13","Cartman","Well hello. Another person who  cares about the future of our school?
"
"13","13","Butters","Cool, thanks.
"
"13","13","Stan","Well don't you think you should go on his show and defend yourself?! Everyone is starting to think you're a crappy president.
"
"13","13","Butters","That does it! Our student council is corrupt and has to be dealt with!
"
"13","13","Butters","Let us not forget what happens this day!
"
"13","13","Butters","All right! Cartman's president. We did it.
"
"13","13","Cartman","Oh God damn it! Son of a bitch idea-stealing assholes!  You sons of bitches! Dances with Smurfs was MY idea! MY IDEA!  You can't just take Dances with Smurfs and call it something else! 
"
"13","13","Kyle","Oh well, at least as president you can run the school the way you want.
"
"13","14","Cartman","No! Dude, we gotta go to the wave pool first. It's so dope, as long as there aren't any minorities.
"
"13","14","Kyle","No dude, Butters' pee is in there.
"
"13","14","Stan","Aw come on, look at all this water. It doesn't matter if one person pees in it.
"
"13","14","Kyle","Dude!
"
"13","14","Stan","Come on, show us how long you can hold your breath.
"
"13","14","Stan","After this, you guys wanna hit the hurricane slides?
"
"13","14","Stan","Dude, where have you been?
"
"13","14","Cartman","I've been counting. Do you know there are two hundred and five Mexicans here? and there are a hundred and ninety black people!
"
"13","14","Cartman","The black and brown people.
"
"13","14","Cartman","The Mayans! They knew that minorities would take over the world by the year 2012! And now it's happening!
"
"13","14","Kyle","Blow it out your ass, Cartman! 
"
"13","14","Stan","This is sweet, huh Kenny? 
"
"13","14","Butters","Come on, Kyle!
"
"13","14","Kyle","Dude, that's all pee!
"
"13","14","Stan","Well if you don't swim in you're gonna die!
"
"13","14","Kyle","...What?!
"
"13","14","Stan","Come on, dude, you've gotta swim.
"
"13","14","Stan","Kyle, come on!
"
"13","14","Cartman","Haa-aa. Yes, thank you.
"
"13","14","Kyle","Oh who pees in the shower?
"
"13","14","Stan","...Well, it's not like you suddenly have to pee, you're gonna get out of the shower.
"
"13","14","Cartman","I read Treasure Island, because I was so happy when I saw that movie.
"
"13","14","Cartman","Well, I do just as much work.
"
"13","14","Cartman","Noooo...
"
"13","14","Kyle","Let's just get this over with!
"
"13","14","Kyle","Why?!
"
"13","14","Randy","Aaaaaahhh. Aw, awww.
"
"13","14","Randy","Wait here a minute, Stan, I'm gonna call your mother. 
"
"13","14","Kyle","Goddamnit, don't you get it?! I hate pee! I'm grossed out by pee! The only thing I find more disgusting than pee is bananas!
"
"13","14","Kyle","AAAAAAAA!
"
"14","1","Cartman","Yeah dude, EA Sports outdid themselves this time.
"
"14","1","Butters","It was just... so big and bushy sir. Why does it look like that?
"
"14","1","Kyle","So what happens to us now?
"
"14","1","Butters","Oh no. I don't wanna have to buy a Batman costume.
"
"14","1","Kyle","Oh God, it's true.
"
"14","1","Cartman","Oh, you're going down, Elin!
"
"14","1","Butters","Oh good, 'cause I really can't take it anymore.
"
"14","1","Kyle","I just think I'd rather... control it instead of blame it on anything.
"
"14","1","Kyle","What bastard?
"
"14","2","Mr. Garrison","Okay kids, let's take our seats.  There has been a change in school policy, and so I'm assigning you all a book to read.
"
"14","2","Mr. Garrison","...and strong vulgar language...
"
"14","2","Cartman","No on, come on, let's read it now!
"
"14","2","Cartman","They fucking tricked us, that's what they did! Tricked us into reading a book by, enticing us with promises of vulgarity! 
"
"14","2","Kyle","Oh that's,  yeah that's good, that's good. Alright, chapter... one...
"
"14","2","Randy","Read what?
"
"14","2","Randy","""It was a warm summer morning when Scrotie McBoogerballs awoke to find hi-"" Ew, Sharon, gross!
"
"14","2","Randy","""Walking out of the house he found a bloody pu-"" What? ""He immediately stuck up his im...fected ba-""  ""That was all long ago in some brief lost spring, in a place that is no more. In that hour the vaj frogs begin and the scent off Scrotie's infected anus becomes its strongest."" Oh... Oh, man.
"
"14","2","Randy","NO! I kn... I know! People need to read this book, Sharon, this is... this is Pulitzer prize stuff.
"
"14","2","Butters","I am?
"
"14","2","Cartman","Dude, the book you left with us when you were sleepwalking last night!
"
"14","2","Butters","Huh?
"
"14","2","Kyle","What? 
"
"14","2","Kyle","Yeah, we wrote that!
"
"14","2","Butters","Thank you! 
"
"14","2","Cartman","Butters, what the fuck do you think you're doing?!
"
"14","2","Butters","But, you told me I did!
"
"14","2","Stan","God-damnit!
"
"14","2","Butters","Oh, is that who the book was tellin' me to kill? Ohhh.  Kill Ronald Reagan.  Kill Ronald Reagan.
"
"14","2","Kyle","The author meant to be as gross as possible because it was funny!
"
"14","2","Butters","Sorry Dad, I was just bein' the voice of a generation. 
"
"14","2","Kyle","Dude, we're not killing Sarah Jessica Parker! 
"
"14","2","Cartman","Doing good, Ms. Jessica Parker! Just hang out, right there.
"
"14","2","Stan","So dude, if Butters wrote a second book, then everyone's gonna know he couldn't have written the first one!
"
"14","2","Stan","Aw dude, this is even lamer than we thought. 
"
"14","2","Cartman","People are gonna want Butters' head on a platter!
"
"14","2","Stan","You can't be serious! You people like this?!
"
"14","2","Stan","God-damnit, will you people stop reading into stuff that isn't there!!
"
"14","2","Cartman","Dude, people are pissed off at you, Butters.
"
"14","2","Butters","You think I care about that? My writing got the most beautiful woman in the world killed! I loved her! And if she died it was because of me!
"
"14","2","Kyle","Ah... Oh Butters,  it'll be all right. Listen, we've all learned that people look for meaning in books. And sometimes, even if it isn't there, they'll try and invent their own meaning.
"
"14","2","Stan","Yeah, dude, eh, that's why we all need to avoid books and stick to television.
"
"14","3","Cartman","KFC!! 
"
"14","3","Randy","Really? I mean, you're openly selling pot? For reals?
"
"14","3","Randy","Ohhh, that's dumb. Okay. Okay, I'll be I'll be right back! 
"
"14","3","Randy","I gotta get to the doctor! 
"
"14","3","Randy","That's great. So can I get a referral from you?
"
"14","3","Randy","...Well that sucks!  Well so doctor, how do most people get cancer?
"
"14","3","Cartman","You mean I have to drive all the way to Denver to get chicken?!
"
"14","3","Cartman","I need... Somebody said you... could help me. I... have to... I haven't... had... KFC... in over... a week. 
"
"14","3","Cartman","Who wants just gravy?! It goes on mashed potatoes! On extra-crispy chicken skins!
"
"14","3","Cartman","Are you Teabag?
"
"14","3","Cartman","You trying to fuck me dude? This is cut with Boston Market gravy!
"
"14","3","Cartman","Like anybody wants KFC without gravy!
"
"14","3","Randy","See?
"
"14","3","Cartman","Good, 'cause I ate a bunch of chicken on the way over here. 
"
"14","3","Cartman","I've got to hand it to you, Colonel. You have everything a man could want.
"
"14","3","Randy","Hey. My eyes are up here.
"
"14","3","Randy","What do we want?
"
"14","3","Randy","Aw, Sharon, don't be upset. The doctor made you a souvenir. 
"
"14","4","Randy","Well sooo... are you gonna add me as a friend?
"
"14","4","Stan","...Dad, you are my friend.
"
"14","4","Randy","Right, but you don't have... the two seconds orrr?
"
"14","4","Stan","Alright, Dad, I'll add you!
"
"14","4","Stan","...Um, no?
"
"14","4","Stan","Alright, I'll add you as a friend. I'm sorry.
"
"14","4","Kyle","I mean, I do, but, well, ever since I became friends with that Kip Drordy kid, a bunch of my other friends have started ignoring me. It would be fine except for my farm is starting to shrink. I know that I should just dump Kip as a friend, but that's such a terrible thing to do and, I'm sorry I'm just so confused I... I really need a friend right now.
"
"14","4","Stan","Okay dude, I'm I'm here for you.
"
"14","4","Kyle","You don't get sucked into it! You don't get sucked in at all! Plehehehehehehehese!
"
"14","4","Stan","Ah fuck.
"
"14","4","Randy","Stan? Grandma said she poked you and you haven't sent a poke back.
"
"14","4","Stan","No. NO! Screw this! You know what? ""Edit Profile &gt; Update Profile."" There! ""Delete Profile""!  ""You have requested to delete your Facebook profile. If this is an error, hit Cancel"" Proceed!  ""Delete yor profile, are you sure? Yes. No."" Yes! ""Are you totally sure?"" Yes! 
"
"14","4","Stan","Profile? I'm not a profile.
"
"14","4","Cartman","Well Kyle, then what you have to do is go outside the normal circles and try to make friends with people who've never heard of Kip.
"
"14","4","Cartman","Uh huh. Alright, let's see who our first chat partner is. Connect.
"
"14","4","Cartman","Hold on, Kyle! This is seriously an amazing gathering place where people from all over the world can share their thoughts and ideas.  Okay, that's a dude jacking off, but... 'Kay, dude jacking off... Penis... Penis... Penis penis penis. Ah! Here's a guy! Hey dude, how's it going?
"
"14","4","Cartman","Kyle, this is the way the world works! If you wanna find some quality friends, you've gotta wade through all the dicks first!
"
"14","4","Stan","Okay I'll be your friend.
"
"14","4","Stan","Can't we play on speeder bikes or something?
"
"14","4","Cartman","Yeah hey, nice to meet you. My friend Kyle is a Jew too.
"
"14","4","Kyle","Heck yeah I'll visit your farm! You should check mine out too!
"
"14","4","Kyle","...What?
"
"14","4","Stan","What's the one thing I told you?! That I didn't wanna get sucked into Facebook! This is all your fault!
"
"14","4","Kyle","Well, Stan I have to harvest my crops before it's too late.
"
"14","4","Stan","Dude! Fuck your crops! 
"
"14","4","Kyle","An online chat party for all his friends... Dude, I should get over there!
"
"14","4","Stan","Jesus Christ.
"
"14","4","Stan","Has anybody seen my stupid profile?!
"
"14","4","Kyle","What? Why?
"
"14","4","Stan","Oh...
"
"14","4","Stan","Who cares? Friends shouldn't be some kind of... commodity for a person's status!
"
"14","4","Randy","Yahtzee!
"
"14","5","Cartman","AY! I'm not fat, you sneaky Jew!
"
"14","5","Stan","You guys stop! All you're doing is rehashing a bunch of old stuff! 
"
"14","5","Randy","You just had to push it, didn't you Stan. You just had to make fun of Tom Cruise again!
"
"14","5","Randy","Yes, it was a terrible mistake. But maybe you could see how, since you do... take fudge and... pack it into a box... 
"
"14","5","Randy","ANYTHING! anything you want Mr. Cruise.
"
"14","5","Stan","I saw him once. 
"
"14","5","Stan","Well, a giant John Wilkes Booth shot Abraham Lincoln...
"
"14","5","Mr. Garrison","No, don't!  Is that okay to show?
"
"14","5","Cartman","Excuse me...  This is the home of Tom Cruise, right?
"
"14","5","Cartman","Wait, wait, wait, you mean we aren't going to sue and get a bunch of money?
"
"14","5","Cartman","Cut the crap, I thought we were here for lawsuit money!
"
"14","5","Cartman","Yeah, so what?
"
