"Character","Line"
"george"," Hey, I am not a prude sweetheart. I swing with the best 
              of them. "
"elaine"," Your whole weekend? What about the bubble boy? "
"jerry"," I'll have a cup of coffee and a turkey club. "
"elaine"," Why not? That's all I want."
"elaine"," Jerry Seinfeld."
"elaine"," He's lying. They're in the trunk &lt;takes car keys &gt; 
              Now you get to sign another one. "
"george"," So then he makes his own bed?"
"elaine"," Where's my water?"
"elaine"," THIS is what you came up with? "
"george"," 'Course I have. Come on. My cousin's in a bubble. My friend 
              Jeffrey's uh, sister, also ... you know ...bubble. I got a lot of 
              bubble experience. Come on."
"george"," Well, you know we gotta been running because of the ..."
"elaine"," This chicken is really good."
"jerry"," What are you doing? You're choking me. Elaine! "
"george"," yeah, &lt;cough&gt; Definite smoke."
"elaine"," Yeah, I'll come by after work. Hey, I got a rubber pencil 
              thing happenin' here..  Uh, I gotta go. 
              I gotta go. "
"jerry"," Why?"
"kramer","  Yeah, well, I lost them all in the fire!  Hey, George, maybe you can 
              ask Susan's father for"
"kramer","  Where? They're Cubans. "
"george"," Oh, uh, the cigars..  I'm, uh, suckin' 
              'em down. I'm puffing my brains out, yeah."
"george","  Oh, the, uh, the cabin.. 
              well, "
"elaine","  I was just trying to help 
              you."
"george"," Burned."
"george"," Yeah, yeah. He went into the bedroom and started sobbing."
"jerry"," I guess he failed to see the humor in it."
"george"," Okay."
"jerry"," Let's go."
"george"," Okay."
"jerry"," Alright."
"kramer"," Oh, hey."
"jerry","  Alright, let's 
              get going. C'mon, c'mon now.  C'mon, let's 
              get it together.. (Through"
"george"," Alright, I just have to go over to the Ross' apartment 
              and drop off Susan's sunglasses. You'll come with me?"
"jerry"," Yeah. Wha - what, does she live with them?"
"jerry"," Well, then, you've just got to fire her! Don't even think 
              about it - there's no two ways about it."
"jerry"," Oh yeah. Yeah, in fact, if George and I weren't so busy 
              here working on the script, I'd do it myself."
"",""
"kramer","  Buenos dias."
"kramer","  Cigars."
"kramer"," Um, wha - oh, illegal, huh?"
"george"," We really should be, uh, heading out.."
"jerry"," Yeah.  Look at the time."
"elaine"," I got Sandra transferred to another office upstairs, okay?! 
              So, she blabs to Lippman about my long distance calls to Europe!"
"elaine"," Yeah!"
"elaine"," No, no."
"jerry","  Okay."
"george"," Come on. We got all day tomorrow to come up with a story."
"jerry"," All day tomorrow? We had a month and a half to come up with 
              something and we didn't do anything."
"george"," Women like skiers."
"jerry"," So what? You can't meet anybody. You're going on with Susan."
"george"," I'm interested."
"jerry"," She reorganizes your closet and shows you how to maximize 
              your closet space. She looked into my closet."
"jerry"," George, Marla."
"george"," Not a bad way to make a buck."
"george"," What? I'm not married. I'm not allowed to go out with somebody 
              else?"
"jerry"," Depends."
"george"," No. Semi-daily. Four or five times a week."
"jerry"," What about Saturday nights? Do you have to ask her out, 
              or is a date implied?"
"george","  Yeah."
"jerry"," Well, I'll tell you what you've got here."
"george"," Would you believe my luck? The first time in my life I 
              have a good answer to the question, ""What do you do?"" 
              and I have a girlfriend. I mean, you don't need a girlfriend when 
              you can answer that question. That's what you say in order to get 
              girlfriends. Once you can get a girlfriend, you don't want a girlfriend, 
              you just want more girlfriends."
"jerry"," You're going to make a good father someday."
"george"," Why? What do you mean?"
"jerry"," Figure it out. She's one of the executives at NBC that's 
              gonna make the decision whether or not they pick up the show. She's 
              one of our biggest fans. You drop her off, you think they're gonna 
              pick us up?"
"george"," Wait, wait. Here me out. Don't dismiss this. You're very 
              quick to dismiss. Don't dismiss. She's got a big crush on David 
              Letterman, I mean, a big crush. She talks about him all the time. 
              Suppose I go up to David Letterman. He works at NBC; I work at NBC. 
              I explain my situation. He agrees to meet her. They go out, they 
              fall madly in love. And she dumps me for David Letterman."
"jerry"," This is your plan?"
"jerry"," I don't think I am."
"jerry"," You're quite mad, you know.  Oh, I don't 
              believe this.  Hey?"
"kramer"," I'm watching The Bold and the Beautiful."
"jerry"," This is not a good time."
"kramer"," Because I've been watching too much. It was an addiction. 
              I couldn't stop. It was, it was destroying my brain cells."
"jerry"," Marla, Kramer."
"kramer"," Oh, no. There's nothing out there for me."
"jerry"," I'm tellin' George to give you your TV back."
"kramer"," Will you tape it?"
"jerry"," So your boyfriend never came back from Berlin."
"jerry"," Come on up. Oh, it's Elaine, she's just a friend of mine. 
              I don't know what she's doing here now.  I'm sorry. What?"
"jerry"," Go on."
"elaine"," I'm sorry, I really am. I just kept forgetting."
"elaine"," I was talking to this guy, you know, and I just happened 
              to throw my purse on the sofa. And my diaphragm goes flying out. 
              So I just froze, you know, ahh! Staring at my diaphragm. You know, 
              it's just lying there. So then, this woman, the one who sold me 
              this hair thing, she grabbed it before the guy noticed, so. I mean, 
              big deal, right? So I carry around my diaphragm, who doesn't? Yeah, 
              like it's a big, big secret that women carry around their diaphragms. 
              You never know when you're gonna need it, right?  
              Ahh. "
"jerry"," So we'll talk about the hooks then?"
"elaine"," Well I didn't know."
"george"," She's a virgin?"
"jerry"," A virgin."
"george"," You know, sometimes those guys don't make it back.  I'm really hungry."
"jerry"," Yeah, me too."
"kramer"," I'm in. Let's go for it."
"kramer"," What's a Chow Fung?"
"kramer"," Who says I want a noodle?"
"elaine"," Yeah, pretty much, yeah. Well, the smart ones start working 
              on their getaway stories during dinner. How, you know, they gotta 
              get up early tomorrow. What is about being up early? They all turn 
              into farmers suddenly."
"jerry"," Should I call an ambulance? Do you wanna see a doctor?"
"kramer"," Hey, you got the food?"
"kramer"," Oh, that's too bad."
"elaine"," You should slow down, you know that? It's dangerous to 
              go that fast."
"george"," I'll fake an illness.  My back! My back! I 
              can't believe, my back."
"jerry"," No, no, would you get up?"
"george"," That's David Letterman. I just saw David Letterman walk 
              by. I'll be right back. "
"jerry"," Oh, poor Blossom. "
"jerry"," Yeah, good idea."
"jerry"," Well no, that's one. We have many others. We have an idea 
              where, uh, I get into an accident with a guy who has no insurance 
              and the judge sentences him to be my butler.  You 
              know he cooks for me, he has to cook for me... He cleans my house, 
              he's doin' my shopping, you know? I'm walkin' around with one of 
              those big neck collars."
"kramer"," Oh, by the way, George. Susan called for you a minute ago."
"kramer","  What is the cha-cha? Ooh, yes indeed."
"george","  this is great! He fired her! 
              This is incredible, he fired her. I'm out, baby! I'm out!"
"jerry"," Why did he fire her?"
"jerry"," Why would I leave? This is my apartment."
"jerry"," What else did you say to her?"
"jerry"," I was trying to be."
"elaine","  They have to, it's in the Geneva Convention."
"george"," ..So, one thing lead to another.."
"jerry"," So, what did she do?"
"george"," I zipped up!"
"elaine","  ..done that."
"george"," So, she fell, and then she started screaming, ""My 
              back! My back!"" So, I picked her up and took her to the hospital."
"elaine","  I know. I'm sorry. I'm serious."
"george"," Her back went out. She's gotta be there for a couple of 
              days. All she said on the way over in the car was, ""Why, George, 
              why?!"".. I said, ""Because it's"
"jerry"," ""Glamour""?"
"elaine"," Oh, gimme a break.."
"george"," Care to make it interesting?"
"jerry"," Sure, how much?"
"kramer","  Wait a second, wait a second. Count me in 
              on this. "
"jerry"," You'll be out before we get the check."
"elaine"," What? Why?  
              Why?"
"elaine"," Oh, that is such bologna. I shave my legs."
"kramer"," No, a thousand!"
"elaine"," No, I'll - I'll put up one-fifty."
"george"," Alright, you're in for one-fifty."
"jerry","  Okay, one-fifty."
"kramer"," Alright. "
"george","  No, ma, I'm not gonna see a psychiatrist. N- I 
              don't care if you do pay for it! No! Discussion over. Yeah, alright, 
              I'll see you later. Yes, of course"
"jerry","  ..Yeah?"
"jerry"," Come on up. "
"george"," Any, uh.. progress, there? What's the latest?"
"jerry"," Well, I got my troops amassed along the border - I'm just 
              waiting for someone to give me the go-ahead."
"kramer"," Second floor from the top.  See the window on 
              the left?"
"george","  They're naked, the gardeners 
              naked.. the bellhops.  One 
              big nude-a-rama."
"elaine"," What're you looking at?"
"kramer"," Yeah, yeah..  what?"
"elaine"," Well, that was fast!"
"",""
"george"," Ma, people can hear you."
"george","  Because I don't want to."
"",""
"jerry"," Ah, yeah.. I know."
"jerry"," Goodnight.  Not 
              just a good night - a great night. "
"",""
"kramer","  Goood Moorrrnninng!"
"jerry"," She's not there. She's doin' her wash."
"kramer"," So, you're still master of your domain."
"jerry"," I can't take it anymore! She's driving me crazy! I can't 
              sleep, I can't leave the house, and I' here, I'm climbin' the walls. 
              Meanwhile, I'm dating a virgin, I'm in"
"kramer","  No, no, no, no. You can't! You can't! This 
              is something that comes about once in a lifetime! When we were boys, 
              looking through our"
"jerry"," Kramer,  get outta my way!"
"kramer"," Yes!"
"jerry"," She's not there!"
"elaine"," John F. Kennedy Jun-ya!"
"elaine","  I said, ""yeah."""
"george"," Of course I'm back. Why wouldn't I be back? My mother's 
              in the hospital, I'm going to pay her a visit."
"george"," Well, wait a little while, Ma. What's the difference?"
"elaine"," Hi."
"elaine"," No! No! Now! Tell me now! What did he say?!"
"elaine"," That was good. That was very good."
"",""
"jerry","  Come on up! "
"george"," I don't know, but those are my socks! I had a pair just 
              like that with the blue stripe, and now I don't have them anymore!"
"jerry","  Oh, yeah, that's right, well, you fell asleep 
              one day on the sofa and I took them off your stinkin' feet. They 
              looked so good to me, I just had to"
"george"," ..Oh boy."
"jerry"," This is ridiculous."
"elaine"," Hello.. "
"george","  You caved?!"
"jerry"," It's over?"
"jerry"," But you made it through the day before."
"george"," And then,  there were two."
"",""
"",""
"elaine"," Ohh. Boy, she's a whack-o."
"george","  Hey, what happened?"
"elaine"," What? He's - He's out there? Oh, my God. I-I gotta go, 
              I gotta go.."
"george"," No, no, no. He just left."
"elaine","  He left with Marla, the virgin?"
"george"," Yeah."
"george"," I'm not going to see that nut doctor she went to Europe 
            with."
"jerry"," No, no no  Elaine what's 
              the name of that friend of yours ... that's a therapist ... the 
            woman."
"elaine"," Yeah, she's terrific. Why? You thinking of going?"
"george"," Wa, uh, ..."
"jerry"," Kramer, should I call Susan?"
"kramer"," The little man knows all. "
"kramer"," No, no, I'll take your picture. I'll take care of everything."
"kramer"," I don't know about that outfit though. "
"elaine"," Why? What's wrong with it?"
"jerry"," What's that perfume you're wearing?"
"jerry"," Oh my God is that the new perfume? "
"kramer"," Come on lets see - Back to Back."
"jerry"," Oh, you're tall - she's tall I'm tall. What's the difference 
            who's tall. We're all tall."
"kramer"," That smell. What's that smell?"
"jerry"," Oh, they're all the same. Here.  
            Now if you'll excuse us, .."
"kramer"," Yeah. Nice meeting you."
"jerry"," Ooow, that was close."
"jerry"," I didn't even see the picture. How did it come out?"
"jerry"," Did you look at look at this picture carefully?"
"jerry"," That's what I thought."
"george"," Pull it up a little bit."
"george"," You're gonna rip it. You're gonna rip it."
"jerry"," Come on up. "
"george"," I guarantee you that Moses was a picker. You wander throughh 
              the desert for forty years with that dry air. ... You telling me 
            you're not going to have occasion to clean house a little bit. "
"jerry"," Let me ask you something. If you were going out with somebody 
              and if she did that what would, would you do? Would you continue 
            going out with her?"
"elaine"," You want a Christmas card? You want a Christmas card? All 
              right here.  Here's your Christmas 
            card. "
"jerry"," yeah. I think I do. "
"kramer"," That's mine. That's my smell. Jerry you've got to get that 
            model to get me an appointment with CALVIN KLEIN."
"jerry"," But that's not what she thinks. "
"kramer"," Let's go. "
"kramer"," Yeah, uh."
"jerry"," Hello there you are."
"jerry"," But I was clearly on the outer edge of the nostril."
"elaine"," I told you, Fred - my friend's next door neighbor took 
            it."
"elaine"," Oh, God - my nephew.  
            Hi, Gail!.. Yu.. yu... Yes, Gail, I know how old he is."
"",""
"jerry"," Boy, they really worked on your pectorals. "
"kramer"," What? "
"elaine"," I'm not sure but... I think I see your..."
"jerry"," And I'm doin' Letterman Monday. You know, I gotta work out 
              the "
"george"," Excuse me, do you have a ticket?"
"george","  Good. It's good to be accurate like that."
"kramer"," "
"elaine","  Yeah, exactly..."
"elaine"," Yeah. You know, men can sit through the most boring movie 
              if"
"george"," So what's your point?"
"kramer"," Could you do me a favor? If you see a guy that's five foot 
              eleven, "
"elaine"," No, I'm sorry, these are taken. ..."
"jerry"," No, I don't."
"george"," Uh, I just went out, I went to look for my friend?"
"george"," I went in with a pretty woman? You know, kinda short, big 
              wall o' "
"elaine"," Uh, could I have a medium Diet Coke?"
"elaine"," What's... medium?"
"elaine"," What's `medium'?"
"elaine"," Is it *real* butter?"
"elaine"," I just went to get popcorn... Ugh... "
"elaine","  Oh. Thanks."
"jerry"," ``Rochelle Rochelle'', huh?"
"jerry"," Elaine!"
"jerry"," Hey, where's Kramer?"
"george"," I still paid for it!"
"jerry"," I only have a twenty."
"jerry"," I don't know about you, but I'm getting sick of pretending 
              to be excited"
"george"," I got two tickets to see ""Guys And Dolls""."
"elaine"," Never even seen you? Gotta kinda envy that..."
"george","  C'mon, go along..."
"jerry"," I'm not goin' along. I can just see you in Berlin in 1939 
              goose-"
"elaine"," Yeah, you know people ask me that about you, too."
"george"," Jerry did you wash this pear?"
"jerry"," Yeah, I washed it."
"jerry"," Actually, we met in the gym locker room."
"jerry"," Know *what*?"
"george"," Look, you wanna have sex right now? Do want to have sex 
              with me right "
"kramer"," Well I don't want to sit there naked all by myself!"
"jerry"," She wouldn't take her coat off at my house, either."
"jerry"," Ma!"
"george"," Yeah. I'm Buck Naked."
"george"," No. Just imagine her reaction."
"george"," Yeah so??"
"george"," Extraordinarily gay. Steeped in gayness."
"jerry"," I dunno...  *Alright*, I forgive you..."
"george"," You're with a *woman*!"
"jerry"," I know! What are you doin' here?!?"
"george"," Alright, tell her. Go ahead."
"jerry"," Tell her what?"
"george"," Oh, what's the point? When I like them, they don't like 
              me, when"
"jerry"," Well, you've only got another fifty years or so to go before 
              it'll"
"george"," This is what my life has come to... Tryin to meet a mute."
"elaine"," Hey boys!"
"elaine"," Yeah. God, I can't tell you how I feel! I mean, I feel 
              *so*"
"george"," Volunteer work, huh?"
"jerry"," What're you gonna do down there?"
"elaine"," Last time I had lunch with you here. You were going *on* 
              and *on*"
"newman"," Jerry, George.  So, did you ask him about the 
              records?"
"kramer"," Well--"
"george"," Aren't those the guys that always go crazy and come back 
              with a"
"newman"," Because the mail never stops. It just keeps coming and 
              coming and"
"kramer","  I don't like it..."
"george"," Wait a minute, please--"
"elaine"," Yeah. Yeah. Yes. Yeah."
"jerry"," Yeah, well, I'll tell ya, I'd rather talk to a goiter with 
              a nice"
"george"," Yeah, I'm a great quitter. It's one of the few things I 
              do well."
"newman"," Five dollars. He offered us *five* dollars."
"kramer"," Hey, what kind of stuff are you listening to? You *embarrassed* 
              me"
"jerry"," But you're going to have to go get em. I'm not carryin' 
              them"
"george"," I would like to dip my bald head in oil and rub it all 
              over"
"jerry"," So Mr. Fields I just don't know if this arrangement is--"
"jerry"," Where's his teeth! Where's his teeth!"
"elaine"," Ghandhi?"
"newman"," Twenty bucks?!? Are you out of your mind?"
"kramer","  A piece of crap..."
"jerry","  Yes?"
"jerry"," There you are. Did you find him?"
"newman"," It was a real melee."
"kramer"," Yeah, a real brouhaha..."
"jerry"," You can't just *have* an adultery-- you *commit* adultery. 
              And you"
"george"," What's her name?"
"jerry"," I... don't... know..."
"kramer"," The whole apartment. And I'm buying that fake wood wallpaper. 
              I'm"
"george"," Yeah."
"jerry"," I thought you saw that already..."
"elaine"," Exactly, the ""triangle"" guy."
"elaine"," He was a fat, starving artist, y'know. That's very rare. 
              Anyway, "
"jerry"," Oh, you want me to pretend to be your boyfriend."
"elaine"," No that's the week after."
"kramer"," Pay dirt!"
"elaine"," Uh Roy, this is Kramer-- he's one of our friends."
"kramer"," But you *will* use... a retractor."
"kramer"," Oh, come on Jerry. You gotta see the operation. They're 
              gonna cut"
"jerry"," Hey."
"george"," The old man got to me."
"jerry"," Alright, just get yourself together... I dunno if I can 
              be friends"
"george"," That's nerve..."
"jerry"," Yeah, so she and ""Triangle Boy"" can go out to 
              fancy restaurants."
"george"," Clara Barton? What did she do?"
"jerry"," I'm not sure, but I think she was nice."
"george"," Yeah, that's what I want-- triangles. Alright, I'm outta 
              here. "
"jerry"," I will."
"george"," Now let's try ""breast""... Celeste... Kest... 
            "
"jerry"," No."
"george"," What're you gonna do now?"
"jerry"," I dunno. I can't ask her now; I've already made out with 
              her. Once "
"george"," Alright, well you know what you gotta do, you gotta go 
              through her"
"jerry"," How am I gonna do that?"
"george"," What kind of operation is it?"
"kramer"," C'mon, what d'you say?"
"george"," Into the hole?"
"jerry"," Yes, the hole!"
"george"," What did they do?"
"jerry"," They sealed him up with the mint inside."
"jerry"," Why did you force that mint on me? I didn't want the mint!"
"kramer"," Who's gonna turn down a Junior Mint? It's chocolate, it's 
            "
"jerry"," Well, just don't say anything about this to Elaine..."
"george"," Hey Elaine? Put me down for some of that art. 1 900 dollars 
              worth."
"jerry"," Oh yeah, that's the spot..."
"jerry"," My Aunt's name is Mulva. She's a masseuse."
"jerry"," No!  No, I mean, no thank 
              you..."
"kramer"," 10-4."
"george"," Hi, I'm George."
"george"," Yup, y'know, they really spruce up the apartment."
"jerry"," Yeah, I'm sure..."
"kramer"," Y'know, art is a great investment."
"elaine"," It's gonna look great in your apartment, George."
"george"," Yes I look forward to many years of looking at the triangles. 
            "
"jerry"," Well, I'll think about it..."
"jerry"," Do you have it with you?"
"jerry"," Yeah, I know..."
"jerry"," Mulva..."
"elaine"," Oh, could you please hurry?"
"elaine"," That's impossible..."
"jerry"," So, is tonight ""the night""?"
"elaine"," Do I smell something? What am I, hard of smelling? Of *course* 
              I"
"elaine"," Jerry. It's *B*.*O*."
"elaine"," Yeah? What else?"
"george","  Hey, whatd'ya know? Look at that! A *lesbian* 
            "
"george"," Yeah. Yes! I just haven't seen you in a long time."
"george"," There you go."
"george"," I'm not giving you the satisfaction. I'm gonna watch it 
              again..."
"jerry"," So, this morning I go down to the garage to check the car 
              out. I"
"jerry"," Well, I've never seen anything like this in my life. In 
              fact, I "
"elaine"," Wow..."
"elaine"," Is it possible I'm not as attractive as I think I am?"
"jerry"," What's the matter with you?"
"kramer"," I don't think I can take another season with him, Jerry. 
              He'll "
"jerry"," What smell?"
"kramer"," You *stink*. Why don't you go take a shower?"
"jerry"," Don't you see what's happening here? It's attached itself 
              to me! "
"george"," Y'know, the funny thing is, somehow I find her more appealing 
            "
"jerry"," Lemme see if I understand this... On second thought..."
"george"," Oh, it's the chicken and the egg..."
"jerry"," Thank you very much... Well, then go out and smell the car; 
            "
"elaine"," No, no, no! It *can't* be! I shampoo'ed! I rinsed! I repeated!"
"george"," Listen, I gotta ask you I was a little concerned that 
              perhaps I "
"george"," Yes, I know so. You happen to be a very eligible lesbian."
"kramer"," I don't understand it. I was with her last night in my 
              apartment;"
"",""
"kramer"," Alright. I'm ready.  You know, I still don't 
              understand - why do you want to move back in with your parents?"
"jerry","  What's that?"
"kramer"," You can move in with me, if you want."
"kramer"," Well, I gotta bring in more stuff. "
"george","  No, that's it."
"",""
"jerry"," Well.."
"elaine"," Yep. Yeah.."
"elaine"," And the indigent, yeah.. I, I do volunteer work for them. 
              I set the whole thing up, and I got Jerry to do it."
"elaine"," Mmm"
"elaine"," Why don't you want to take a civil service test?"
"george"," To do what?! Work in a post office? Is that what you want 
              me to do?"
"george"," I don't know. I do know that I have some kind of a talent 
              - something to offer. I just don't know what it is yet!"
"george","  I got a lot of thinking to do."
"kramer"," Hey, George! "
"kramer"," A hand model?"
"jerry"," Alright. "
"george","  Scissor.  Don't hand them to me with the point 
              facing out! "
"kramer"," Now that's a great looking shirt!  Ayye Captain!  Yeah! I'm glad I ironed 
              it. It's perfect. (Walks around"
"jerry","  'Why am I wearing 
              is now?'? I'll tell you why I'm wearing it now - because the lowtalker 
              asked me to, that's why!"
"george"," Who was he?"
"george","  But 
              how.. uh..?"
"jerry"," So, does he like you? "
"elaine"," Yeah. "
"elaine"," I said ""So, what do you think?"". And he said, 
              ""Gabardine?"". And I said, ""Yeah."" That was it. 
            "
"george"," Wow, just felt your material? "
"george"," I think that's what the back of closets are for. "
"george"," I don't know how you can let this guy handle all your money. 
            "
"jerry"," Did you see that? "
"elaine"," I don't know. "
"jerry"," Today is not cold. "
"george"," She doesn't want to get a bra. "
"george"," I know the D is the biggest. I've based my whole life on 
              knowing that the D is the biggest. "
"elaine"," Well, I felt a call for one. "
"jerry"," Good idea. "
"jerry"," Yeah, and they come back with things taped to they're large 
              intestine. "
"kramer"," Well, I say we're going to take our money right now! "
"newman"," South America?! What kind of snow blower did you get us 
              mixed up with? "
"jerry"," Wait a second. Maybe there is someway we can tempt him and 
              find out... "
"newman"," Hey, you know this is kind of fun. "
"kramer"," Yeah, maybe we oughta become private detectives... "
"jerry"," All right Newman, one more peep out of you and you're out 
              of the whole operation! There he is. He's going to that bar. "
"jerry"," I might need you to get me a soda. "
"kramer"," Oh, there's nothing like a cold one after a long day, eh? 
            "
"kramer"," Looks like you've got yourself a little cold there, eh? 
            "
"jerry"," You should try this new dental floss Glide, it's fantastic. 
            "
"jerry"," You're an idiot. "
"kramer"," South America? "
"kramer"," I'm hip. "
"elaine"," Well, I felt that the writing lacked certain emotion and 
              intensity. "
"elaine"," Well, yeah, you know how frustrating that can be when you 
              keep putting quarters and quarters in to machine and then *prrt* 
              nothing comes out... "
"jerry"," Yeah, thanks. "
"newman"," See'ya later. "
"jerry"," The what?? "
"george"," So what, what is so bad about that? "
"elaine"," What is this? "
"kramer"," All right, What about the money? "
"jerry"," Are these seats unbelievable or what?"
"george"," I need higher. This has paba in it, I need paba-free."
"jerry"," You got a problem with paba?"
"elaine"," Oh forget it, I hate those. Everytime I take one, the driver 
              will *not* stop talking to me. No matter how disinterested I seem 
              he just keeps yakking away. Blah, blah, blah, blah. Why does everything 
              always have to have a social componant? Now a stage coach, that 
              would have been a good situation for me. Cause I'm in the coach, 
              and the driver is way up there on the stage. "
"elaine"," No no, no no."
"jerry"," Excuse me.  Excuse me?  Oh that's nice. That's right ignore me. That's real polite. 
              Nobody's even talking to you. All you big lineswoman. Oh you've 
              got some kind of a cool job. I know your type thinking your too 
              good for everyone, but it's women like you  oh well, what are you deaf?"
"kramer"," Hey I know how to sign. "
"elaine"," Oh didn't work. He caught me hearing. I know it's terrible, 
              but I'm not a terrible person."
"jerry"," That's nice."
"george"," You're giving me the ""it's not you, it's me"" 
              routine? I invented ""it's not you, it's me"". Nobody tells 
              me it's them not me, if it's anybody it's me."
"george"," Yes well unfortunately you'll never get the chance to find 
              out."
"jerry"," But I thought things were going great."
"george"," Yeah. Well aparently word's out."
"george"," Cracks? What were they saying?"
"george"," Why not. I would be."
"jerry"," Hello... Oh hi dad... You saw him?... Really with the ice 
              cream?... All right I'll talk to you later, bye. "
"george"," One-one-thousand, two-one-thousand, three-one-thousand."
"kramer"," Excellent question."
"jerry"," Really."
"george","  Oh my gosh, I just 
              had a great idea. She could come to the party tomorrow and read 
              Gwen's lips for me."
"jerry","  What?"
"george","  Could you ask her, just ask her. If she says no, case 
              closed."
"jerry","  All right."
"george"," If we could just harness this power and use it for our 
              own personal gain, there'd be no stopping us."
"newman"," But Jerry, we've got this new supervisor down at the post 
              office. He's working behind this glass. I know they're talking about 
              me. They're going to transfer me, I know it. Two hours, give me 
              two hours."
"jerry"," I said pull over by the stop sign."
"george"," I wouldn't hear of it, huh. It's none of my business. You 
              should try to find out everything you possibly can. In fact, I'll 
              even stay all the way on the other side of the room so there's no 
              chance of me overhearing anything."
"george"," So you're getting rid of me and now the two of you are 
              going to sleep together?"
"george","  I can read lips. You said let's 
              sleep together."
"george"," Cut it."
"george"," Ow. My eye, my eye."
"jerry"," ""I want you to have this job, of course sodomy is a 
              prerequisite."""
"george"," And if I don't call..."
"jerry"," You might have the job, but you'll never know it. What kind 
              of company is it?"
"elaine"," You never get good haircuts."
"jerry"," Really?"
"kramer"," What are you all dressed up for?"
"jerry"," Well I, if it's your day off I really... "
"george"," He massacred you. You look like you're five years old."
"jerry"," What if I shampoo? Sometimes a shampoo helps."
"jerry"," He did the job. You told me he wasn't going to be there."
"kramer"," His feelings? You can't continue seeing him. You're destroying 
              yourself. I'm not going to let "
"jerry"," I don't want you to call him."
"george"," Oh leave Jack alone. Jack's got enough problems. I'll just 
              take the small office."
"george"," They gave me the Pensky file."
"jerry"," So it's a nice place to work?"
"elaine"," Come on. Let me see it."
"elaine"," What? No Jerry, you have to go."
"george"," You know Elaine, I'd do it but I'm working that day."
"jerry"," That's nice of you to say."
"kramer"," Yeah. Slow, gentle, attentive. I told you he could do it."
"jerry"," I think he knew."
"kramer"," Listen you're just imagining things. He doesn't know a 
              thing. Now come on. Pull yourself "
"jerry"," He didn't get to finish it. His uncle came in. We almost 
              got caught."
"newman"," Hmm, that job sounds like it might be worth a *year's* 
              free haircuts. And a comb."
"jerry"," You can't unclog it?"
"jerry"," All right. Flush twice."
"jerry"," I'm watching Edward Scissorhands."
"newman"," It was a cinch. Where are you going?"
"elaine"," Nine hundred. Do I hear a thousand? Ladies, he is a Harvard 
              graduate."
"elaine"," Oh, Kramer. Okay uh, why don't we start the bidding. Do 
              I hear, uh, five bucks? "
"jerry"," Who is it?"
"jerry"," Sample?  Newman. Uh, I was there but I 
              was just dropping off a book."
"george"," Mr. Tuttle, you're back."
"george"," Well you missed a lovely little party that we had for Grace."
"george"," Well, we'll just see about that. Ta-ta, Tut-tle."
"george"," Um, you know Im starting to think that maybe lobster 
              isnt the way "
"jerry"," Then he asked you out?"
"jerry"," Anyone can get into podiatry school. *George* got into podiatry 
            "
"jerry"," How did you get in?"
"george"," She says we cant go out anymore."
"jerry"," Mmm, succulent."
"george"," Why not? What do I care?"
"jerry"," You know its not like changing toothpaste."
"jerry"," Oh yeah."
"elaine"," What were you doing opening her medicine cabinet?"
"kramer"," Fungi."
"george"," Yeah, yeah. You know the uh flood, and the uh lepers, and 
              the "
"george"," Thats all there is to it. By Christmas day I will 
              be Brother "
"jerry"," And when is Brother Costanza planning on telling Mother 
              Costanza?"
"kramer"," Sister Roberta gave it to me."
"jerry"," What do you mean she liked you?"
"kramer"," No. I think I picked up on a vibe."
"jerry"," Oh hi."
"george"," She likes you."
"jerry"," Yeah but theres a problem. I found a tube of a fungicide 
              in her "
"george"," Well take a look. It might not even belong to her."
"jerry"," Yeah."
"elaine"," No no, Im just saying you didnt really go to 
              medical school, you "
"george"," What? Nothing."
"kramer"," Hey."
"george"," I dont know. I cant believe theyre making 
              me take this test."
"jerry"," Hey, did you talk to the doctor?"
"jerry"," How could you say that?"
"jerry"," Yes. Hes a doctor."
"jerry"," What?"
"kramer"," Sister Roberta."
"kramer"," Hey."
"jerry"," The Kavorka? Whats that?"
"kramer"," The priests theyre helping me. I just bathed in vinegar."
"jerry"," Kramer. *knock, knock, knock* Kramer."
"jerry"," Oh its your cat! "
"george"," What?"
"george"," Id like a doggie bag for this please."
"elaine"," It's "
"elaine"," Huh, What is that, ha?"
"george"," What?"
"jerry"," When did you get that?"
"george"," You mean just going there because I'm invited, that's rude?"
"elaine"," You can't bring Pepsi."
"george"," Why not?"
"jerry"," You are. I can't get that thing  in my car."
"elaine"," Yeah, Jerry, come with me."
"elaine"," You know I often wonder what you'll be like when you're senile."
"elaine"," Yeah, yeah!"
"elaine"," Oh, we forgot to pick a number."
"kramer"," Wow, I'm not finding a spot here. What do you want to do?<br/>
        GEORGE Just double park"
"george"," Why not?"
"george"," Because, I've got the coat. I can sit in the car and not get 
        cold. "
"george"," You see, ho ho, "
"elaine"," Oh, yeah, right, that's something I do all the time, right. I 
        make up stories to get ahead in line at bakeries."
"elaine"," Me too."
"kramer"," All right but I am going to have to pay you back latter I don't 
        have my wallet."
"kramer"," Oh, I get by."
"jerry"," That's the last Bobka. They got the last Bobka."
"jerry"," What are we going to do now. If we can't get the Bobka the whole 
        thing's useless."
"jerry"," Well, we've got to get the cinnamon."
"elaine"," I'll have the cinnamon Bobka. "
"kramer"," Okay. Let's go but something. Then we'll get some change."
"george"," There's 22 dollars here."
"george"," It's not real. They're all made up."
