"Character","Line"
"jerry","  To the right. 
        "
"george"," That took awhile."
"jerry","  Don't get up."
"george"," I'd like to help, but my neck.."
"george"," So how long has it been in the basement?"
"jerry"," Since my grandfather died. I was suppose to send it down to my 
        parents in Florida, but they didn't want it. They told me to get rid of 
        it, but I felt funny and then I sort of forgot about it. And it's been 
        sitting down there for three years.. until he saw it.  Alright, 
        so, just take what you want and let's get it out of here."
"george"," What's in it?"
"jerry"," Grandpa clothes. I can't wear them."
"kramer","  You want these? Knee socks. You don't 
        wear knee socks."
"jerry"," No, go ahead.  Look at this place. 
        I can't wait to get it cleaned."
"george"," I know someone who'll do it. She's good. She's honest."
"jerry"," No, Elaine got this writer friend from Finland, Rava. Her boyfriend 
        goes to Columbia grad school, and he's suppose to do it."
"george"," Students can't clean. It's anathema.  ..They 
        don't like it."
"jerry"," How long have you been waiting to squeeze that into a conversation?"
"kramer"," Now this, I like."
"george"," Wait a second. I can't believe this! Let me see this."
"kramer","  Wait, wait, wait.."
"george"," Let me just see it."
"kramer"," Come on.."
"george"," Let me just see it for a second. Oh my God, it's exactly the 
        same!"
"jerry"," What?"
"george"," When I was ten years old, my parents had this very same statue 
        on the mantle of our apartment. Exactly. And, one day, I grabbed it, and 
        I was using it as a microphone. I was singing, ""MacArthur Park"", 
        and I got to the part about, ""I'll never have that recipe again,"" 
        and it slipped out of my hand and it broke. My parents looked at me like 
        I smashed the ten commandments. To this day, they bring it up. It was 
        the single most damaging experience in my life, aside from seeing my father 
        naked."
"kramer"," C'mon, George. I saw it first."
"george"," No, Kramer. I have to have this statue."
"kramer"," No, I got dibs!"
"george"," What? No dibs! I need this statue. C'mon, give it!"
"jerry","  Spread out, spread out you numbskulls. Why don't 
        you just settle it like mature adults?"
"kramer"," Potato man!"
"george"," No, no, no potato man.. Inka-dink."
"kramer"," Okay.. start with me."
"george"," Yeah, good, good."
"jerry"," Inka-dink, a bottle of ink. The cork fell out, and you stink. 
        Not because you're dirty, not because you're clean - just because you 
        kissed the girl behind the magazine..  And you are it! "
"kramer"," What?! Wait a minute. No, no, no. What are you doing? No, no, 
        oh, oh, okay. He's out. I get it."
"george"," No, no, no, no.. I'm ""it"". I win."
"jerry"," No, he's it. He wins. ""It"" is good."
"kramer"," Do over - start with him."
"jerry"," No, no, no, come on, Kramer. Now, you got the socks."
"kramer"," Alright, you can have it. Okay, I'm gonna take the suit, and 
        the shoes, and the hat."
"jerry"," Alright, c'mon. Let's go."
"kramer"," Hey, I'll look like Joe Friday in Dragnet. "
"george","  I can't believe I won at Inka-dink."
"jerry"," Come on, let's go.  Aren't you gonna take it?"
"george"," No, no, no, I don't want to carry it around all night. I'll pick 
        it up later."
"kramer"," Oh, uh, well - okay. "
"jerry"," Alright, let's go. Hey, you know, you owe me one."
"george"," What?"
"jerry"," The Inka-dink.. you were ""It""."
"george"," ""It""'s bad?"
"jerry"," ""It"" very bad."
"elaine"," You told them that?"
"elaine"," This is so fantastic. I don't know how to thank you."
"jerry","  So, where's this boyfriend of yours? I can't wait much 
        longer. I've got a flight."
"elaine"," Oh, probably caught in traffic."
"jerry","  So what do you write, children's books?"
"jerry","  ..Alright."
"jerry","  I gotta get to the airport."
"jerry"," The toilet brush is under the sink.. "
"jerry"," I don't really feel that comfortable with a maid, either, because 
        there's that guilt when you have someone cleaning your house. You know, 
        you're sitting there on your sofa, and they go by with the vacuum, ""I'm 
        really sorry about this. I don't know why I let that stuff over there."" 
        And that's why I could never be a maid, because I'd have an attitude. 
        I'd find them, whereever they are in the house, ""Oh, I suppose you 
        couldn't do this? No, don't get up, let me clean up your filth. No, you 
        couldn't dust. No, this is too tough, isn't it?"""
"jerry"," He really did an amazing job, look! He uncoagulated the top of 
        the dishwashing liquid.  He cleaned out the bottom 
        of the little egg cups. Come here, look at this.  He 
        cleaned the little one-inch area between the refrigerator and the counter. 
        How did he get in there? He must be like Rubber Man!"
"elaine"," There's no Rubber Man."
"jerry"," ..Why did I think there was a Rubber Man? There's Elastic Man 
        and Plastic Man."
"elaine"," I'm leaving."
"jerry"," Where are you going?"
"elaine"," To Rava's house. I've gotta pick up her manuscript."
"jerry"," Wait. I'll go with you.  Elaine, he Windexed the little peep hole! "
"elaine","  So, the meeting with Lippman is all set. He's the editor-in-chief! 
        I think because of your request.."
"jerry"," Hey, Ray, listen, you really did a tremendous job cleaning that 
        apartment."
"jerry","  Shouldn't you be out on a ledge 
        somewhere?"
"elaine"," Jerry? ..Jerry!"
"jerry","  What?"
"jerry","  I think that's the statue from my house. 
        That looks like the statue from my house!"
"elaine"," What statue?"
"jerry"," I had a statue!"
"elaine"," You have a statue? I never saw a statue."
"jerry"," My grandfather gave me a statue!"
"elaine"," Since when?"
"jerry"," What's the difference?! That's the one! He ripped me off! This 
        guy ripped me off!"
"jerry"," I can't believe it! This guy ripped me off!"
"elaine"," Do you realize what you're saying?"
"jerry"," Yes! This guy ripped me off! He stole that statue right out of 
        my house!"
"elaine"," Are you sure?"
"jerry"," Pretty sure! Ninety-nine percent sure."
"elaine"," Ninety-nine percent sure?!"
"elaine"," Maybe it just looks the same. Maybe it's just a coincidence."
"jerry"," Coincidence? This guy's in my apartment and then, just by coincidence, 
        he has the same exact statue in his apartment."
"elaine"," I never saw the statue."
"jerry"," I had a statue! What should I do?"
"elaine"," I don't know."
"jerry"," ..I'll call Kramer. He can check my house. "
"elaine"," Oh Jerry, don't blow this for me."
"jerry"," Don't worry..  Kramer! Kramer!.. It's 
        Jerry!.. Jerry! .. from next door!.. Never mind where I am!.. Yes, Jerry 
        Seinfeld!.. "
"jerry"," Ma, I told ya, just dip the bread in the batter, and put in right 
        in the pan. Okay, bye.  My mother.. She forgot how to make French 
        Toast. You know how mothers are."
"jerry"," My mom's down in Florida.. she's go one of those condos.. Hot 
        down there in the summer. You ever been down there?"
"jerry"," ..Listen, I just remembered.. I'm ..uh, getting a facial."
"elaine","  Oh, see you tomarrow morning."
"jerry"," No, I don't eat dinner. Dinner's for suckers. "
"jerry","  Uh huh.. yeah.. Okay, thanks anyway. Bye.  Nope, the cop says it's my word against his. There's nothing they 
        can do."
"kramer"," Let's go get him."
"jerry"," Yeah, right."
"george"," We can't just let him get away with this."
"jerry"," Do you realize how crazy he had to be to do something like this? 
        He knew I was gonna know it's missing, and he took it! And of all things 
        to take - I left my watch, tape recorder, stereo. He's crazy."
"kramer"," You wanta go get him?"
"elaine"," Well, then, if he's crazy you should just forget it."
"george"," Forget it? I already called my parents. I told them to expect 
        the surprise of a lifetime. My mother's making her roasted potatoes!"
"elaine"," George, do you realize that Rava's asked me to edit her book?"
"george"," Who is this Rava?"
"kramer"," I say we get him."
"elaine"," No!"
"george"," Let me just call him."
"jerry"," I'll call him.  Hello, 
        Ray? ..Hi, Ray, this is Rava's friend, Elaine's frined, Jerry.. The King 
        of Comedy.. right. Listen, you know that statue on your mantle, the one 
        with the blue lady?  Will you shut up?!  
        Yeah, you don't want to talk about it over the phone? You don't want Rava 
        to hear? ..Yeah, I understand.. You know that coffee shop near my house, 
        Monk's? ..Alright, tomarrow. One o' clock. Great, okay, bye. "
"elaine","  Alright, look, look, look, Let's say he stole it."
"george"," Oh, he stole it?"
"elaine"," C'mon, you can't do anything about it. The cops won't do anything. 
        What, are you going to fight him? Why don't you just.. forget it?"
"george","  I thought you said one o' 
        clock."
"jerry"," Relax, he's late. He's always late. It's part of his ""M.O."""
"george"," Remember, don't take any crap."
"jerry"," Yeah, yeah.. don't worry about it."
"george"," I'll be right here."
"jerry","  That's comforting.. Shh. He's here.  
        Ray?"
"jerry"," ..Well, I didn't.."
"george","  I wonder why."
"jerry"," Well, just give it back, and I won't say anything."
"jerry"," Yeah."
"jerry"," What are you talking about?"
"george","  What is he talking about.."
"jerry"," Yeah, me too."
"jerry"," Me."
"george","  Yeah, him."
"jerry"," Yeah. Me."
"george","  You already got it."
"jerry"," Ray, I had a statue in my house. You were in my house - and then 
        I saw it in your house."
"jerry"," What am I saying?"
"george","  Take a wild guess."
"george","  What a mind."
"jerry"," Well, I.."
"jerry"," I can't believe what I'm hearing."
"george","  I can't believe what I'm hearing."
"george","  A pawn shop?"
"jerry"," A pawn shop?"
"george","  And cleaning them out."
"jerry"," Oh, excuse me.. Look, Ray, you were the only person in my house."
"george","  Again with the Rava."
"jerry","  No, she's a little too cheery for me."
"jerry"," I know Finland. They're neutral."
"jerry"," No, I actually find you quite charming.. a bit verbose at times."
"george","  ""Oh, I find you so charming"" ..You wuss."
"jerry","  Did you call me a wuss?"
"jerry"," I said luss.. I'm at a luss.."
"jerry"," That's not necessary.  You know, maybe it's not that bad an idea."
"george","  Singapore?! Do you hear this?"
"jerry","  George."
"george"," I'm the judge and the jury, pal. And the verdict is.. guilty!"
"george"," GUILTY!"
"george"," Oh, I'm crazy!"
"jerry","  George, george.."
"george"," Oh ho! Class, huh? At Columbia? Let me tell you something, pal. 
        I called the registrar's office. I checked you out. They have no record 
        of a Ray Thomas at that school! You liar!"
"george"," You mean alias."
"george"," Well, that was bound to happen!"
"jerry"," Hey, Ray."
"jerry"," How did you get the goop out of the top of the dishwashing liquid? 
        It was like a brand-new nozzle!"
"elaine"," Nervous?"
"elaine"," Yeah. Right."
"elaine"," The book is great. Did you go out last night?"
"elaine"," They all are.."
"elaine"," I can't remember.."
"elaine"," Oh, well, I'm staying out of this one. This is between them. 
        I am not getting involved."
"elaine"," Well, you have to admit.. the circumstantial evidence."
"elaine"," Well, I mean, he was in the apartment, and then it's gon and 
        it's in your apartment."
"elaine"," No, no.. but it is quite a coincidence."
"elaine"," A big coincidence."
"elaine"," No, that's a big coincidence."
"elaine"," No, there are degrees of coincidences."
"elaine"," Shouldn't you be out on a ledge somewhere?"
"george","  Ma, will you stop?.. It's just a statue! How is 
        it my fault?! ..It was stolen. I didn't even touch it this time.. Okay, 
        fine. I don't se why this should affect to potatoes! Okay. Goodbye.  She doesn't react to disappointement very well.. unlike me."
"kramer"," I'm not happy about this."
"elaine"," Why don't we just throw a Molotov cocktail through their window?"
"george"," There's just no justice. This experience has changed me. It's 
        made me more cynical, more bitter, more jaded."
"jerry"," Really?"
"george","  Sure. Why not?"
"elaine"," Well, how do you think I feel? Instead of editing the first novel 
        of a major young writing talent, I am proofreading a food allergy cookbook."
"jerry"," Can't you talk to your boss?"
"elaine"," I did. He loves Rava.. worse.. he loves Ray, and he doesn't think 
        you're funny at all."
"kramer"," I'm not happy about this."
"jerry"," Well, perhaps we can take comfort in the knowledge that in the 
        next world, Ray will be the recipient of a much larger and more harsh 
        brand of justice.."
"george"," Yeah.. He'll have my parents!"
"kramer"," Police! Open up!"
"kramer"," Freeze, mother!"
"kramer"," Shut up. Spread 'em. I said spread 'em!  You're 
        in big trouble son. Burglary, grand larceny, possession of stolen goods.. 
        and uh, uh.. murder."
"kramer"," Shut up! Keep 'em spread! Just make love to that wall, pervert!"
"kramer","  Is your name Ray?"
"kramer","  Yeah, you're the punk I'm looking for. "
"kramer"," Yeah, I'm a cop. I'm a good cop. I'm a damn good cop! Today's 
        your lucky day, junior, 'cause I'm gonna let you off with a warning. Any 
        more of this criminal activity, and you'll be sorry. You got me?"
"kramer"," Good. Good. Let's keep it that way. "
"jerry"," Alright, alright. What's the big hubbub, bub?"
"george"," Kramer, I can't believe it. Oh, you're my hero!"
"kramer"," Yeah."
"jerry"," Kramer, what did you do?"
"kramer"," Well, let's put it this way I didn't take him to People's Court."
"george"," I feel like a huge weight's been lifted off my shoulders.  
        I.. I.. I feel happy! Kramer, I don't know how to thank you!"
"kramer"," Well, I'll think of something.. "
"jerry"," People are going to steal from you. You can't stop them. But, 
        everybody has their own little personal security things - things that 
        they think will foil the crooks, you know? In your own mind, right? ..You 
        go to the beach, go in the water, put your wallet in the sneaker. Who's 
        gonna know? What criminal mind could penetrate this fortress of security? 
        I tied a bow. They can't get through that. I put the wallet down by the 
        toe of the sneaker. They never look there. They check the heel, they move 
        on."
"george"," That's it. This is it. I'm done. Through. It's over. I'm 
              gone."
"kramer"," Hey."
"jerry"," Hey."
"kramer"," Boy, I have really had it with Newman. He wakes me up again 
              last"
"jerry"," Well, what'd you say?"
"kramer"," I said "" Jump."" Well, he's been threatening to 
              do this for years. I"
"jerry"," What's his problem?"
"kramer"," No job. No women."
"jerry"," He called the right guy."
"kramer"," What am I supposed to tell him? How much there is for him 
              to live"
"jerry"," All right, I'm leaving. I going to the laundry."
"kramer"," Why don't you use the machines down in the basement?"
"jerry"," Fluff and fold. The only way to live. [snapping fingers 
              in tune with"
"kramer"," How 'bout if I put a few things --"
"jerry"," Wait a sec. I don't wanna do --"
"kramer"," Well, you're going over there."
"jerry"," I don't wanna mix in everything! My guys don't know your 
              guys. You"
"kramer"," Have you ever met my guys?"
"jerry"," No. I can't say as I have."
"kramer"," Well!"
"jerry"," All right. Put 'em on top."
"kramer"," Ah!"
"jerry"," Oh, beautiful. This stuff on top is my friends'. Could I 
              get it done"
"jerry"," Whatever it costs. In fact, I would prefer it if the machines 
              are"
"george"," Guess what."
"jerry"," How did you know I was here?"
"george"," Kramer. Guess what."
"jerry"," I don't know."
"george"," I quit my job."
"jerry"," Get outta here."
"george"," I couldn't take it anymore."
"jerry"," What happened? Levitan?"
"george"," I go in to use his private bathroom, everybody uses it, 
              and then I"
"jerry"," You and your toilets."
"george"," I snapped! It was the last straw. "
"jerry"," So, what are you gonna do now? Are you gonna look for something 
              else"
"george"," Nobody's hiring now. The market's terrible. "
"jerry"," So what are you gonna do?"
"george"," I like sports. I could do something in sports."
"jerry"," Uh-huh. Uh-huh. In what capacity?"
"george"," You know, like the general manager of a baseball team or 
              something."
"jerry"," Yeah. Well, that - that could be tough to get. "
"george"," Well, it doesn't even have to be the general manager. Maybe 
              I could"
"jerry"," Yeah. Yeah. You make good comments."
"george"," What about that?"
"jerry"," Well, they tend to give those jobs to ex-ballplayers and 
              people that"
"george"," Well, that's really not fair."
"jerry"," I know. Well, okay. Okay. What else do ya like?"
"george"," Movies. I like to watch movies. "
"jerry"," Yeah. Yeah."
"george"," Do they pay people to watch movies?"
"jerry"," Projectionists."
"george"," That's true."
"jerry"," But you gotta know how to work the projector. "
"george"," Right."
"jerry"," And it's probably a union thing."
"george","  Those unions.  Okay. Sports,...movies. 
              What about a"
"jerry"," Talk show host. That's good."
"george"," I think I'd be good at that. I talk to people all the time. 
              Someone"
"jerry"," Really?"
"george"," Yeah. A couple of people. I don't get that, though. Where 
              do you"
"jerry"," Well, that's where it gets tricky. "
"george"," You can't just walk into a building and say "" I wanna 
              be a talk"
"jerry"," I wouldn't think so. "
"george"," It's all politics."
"jerry"," All right. Okay. Sports, movies, talk show host. What else?"
"george"," This could have been a huge mistake."
"jerry"," Well, it doesn't sound like you completely thought this 
              through."
"george","  What should I do?"
"jerry"," Maybe you can just go back."
"george"," Go back?"
"jerry"," Yeah. Pretend like it never happened."
"george"," You mean just walk into the staff meeting on Monday morning 
              like it"
"jerry"," Sure. You're an emotional person. People don't take you 
              seriously. "
"george"," Just..go back. Pretend the whole thing never happened."
"jerry"," Never happened."
"george"," I was just blowin' off a little steam. So what?"
"jerry"," So what? You're entitled."
"george"," I'm emotional."
"jerry"," That's right. You're emotional."
"george"," Never happened."
"jerry"," Never happened."
"george"," How ya doin'?"
"george"," What? I work here."
"george"," What quit?  Who quit? "
"george"," Yeah. Good weekend."
"george"," Aw, she's gonna be a fine sailor."
"george"," What? "
"george"," When?"
"george"," Oh, what? What? That? Are you kidding? I didn't quit. What? 
              You"
"george"," Come on. Will you stop it."
"george"," Teasing."
"george"," I don't know where you're getting this from. I....you're 
              serious"
"george"," "" I'll always be a winner and you'll always be a loser."" 
              This is"
"jerry"," Well, so that's that."
"george"," No. That's not that."
"jerry"," That's not that?"
"george"," No."
"jerry"," Well, if that's not that, what is that?"
"george"," I've got some plans. I got plans."
"jerry"," What kind of plans?"
"george"," What's the difference?"
"jerry"," You don't wanna tell me?"
"george"," I'm gonna slip him a mickey."
"jerry"," What? In his drink? Are you outta your mind? What? Are you 
              Peter"
"george"," You don't understand. He's got this big party coming up. 
              He's been"
"jerry"," What if you destroy him?"
"george"," No. No. No. No. No. Don't worry. It's perfectly safe. I 
              researched"
"jerry"," Well, wha - what does that do? Big deal."
"george"," This is what they would do in the movies! It's a beautiful 
              thing!"
"jerry"," You've really gone mental."
"george"," Nah."
"jerry"," Where are you gonna get this mickey? I can't believe I'm 
              saying"
"george"," I got a sauce."
"jerry"," You got a mickey sauce?"
"george"," And Elaine is gonna keep him busy."
"jerry"," Elaine? How did you rope her into this?"
"george"," I told her what a sexist he is. How he cheats on his wife."
"jerry"," She knew that."
"george"," But she didn't know he doesn't recycle."
"jerry"," What is the point of all this?"
"george"," Revenge. "
"jerry"," Oh, the best revenge is living well. "
"george"," There's no chance of that."
"jerry"," Did you get your laundry?"
"kramer"," Yeah."
"jerry"," What's with you?"
"kramer"," He jumped."
"jerry"," What?"
"kramer"," Yeah. Newman jumped. "
"jerry"," Did he call you last night?"
"kramer"," Oh, yeah. Yeah. Yeah. Yeah. Yeah. Yeah."
"jerry"," What did you say?"
"kramer"," I said "" Wave to me when you pass my window."""
"jerry"," Whew. Did he wave?"
"kramer"," No! He jumped from the second floor. Mr. Papanickolous 
              saw him from"
"jerry"," Oh, my god!"
"kramer"," What's the matter?"
"jerry"," Well, on Thursday when I came home I had $1500 on me. For 
              some"
"kramer"," Where? Where?"
"jerry"," To the Laundromat. "
"kramer"," Okay. Come on. Give the guy his money. What -- what are 
              you doing?"
"jerry"," Oh, I see. So, you put up a sign so you can do whatever 
              you want?"
"jerry"," So, anybody leaves anything here, you can just take it? 
              You have a"
"jerry"," Come on. Let's go."
"kramer"," No. You can't let him get away with this."
"elaine"," Which one is he?"
"george"," That's him over there. The one that looks like a blowfish."
"elaine"," Oh, yeah. I see him."
"george"," Yeah. Hey, thanks for doing this."
"elaine"," Why pass up the opportunity to go to prison?"
"george"," This is by far the most exciting thing I've ever done."
"elaine"," Yeah. It is kind of cool."
"george"," First time in my life I've ever gotten back at someone."
"elaine"," I can't believe we're doing this. This is the kind of thing 
              they do"
"george"," That's exactly what I told Jerry!"
"elaine"," Really?"
"george"," Yes!"
"george"," God, I've never felt so alive! "
"jerry"," Maybe we should call this off."
"kramer"," Come on. What's the big deal? Just gonna put a little concrete 
              in"
"jerry"," And what's gonna happen?"
"kramer"," Well, it'll gonna mix up with the water, and then by the 
              end of the"
"jerry"," If only you could put your mind to something worthwhile. 
              You're like"
"kramer"," You keep him busy."
"kramer"," Whoa! "
"george"," You go over there -"
"elaine"," Yeah."
"george"," You start flirting with him and I'll come by and, while 
              you're"
"elaine"," Wouldn't it be easier just to punch him in the mouth?"
"elaine"," Oops! 'Scuse me."
"elaine"," Hi."
"elaine","  "
"elaine"," Oh! Thank you. Thank you very much.  Really. 
              I mean"
"elaine"," People don't say "" God bless you "" as much as 
              they used to. Have"
"elaine"," So, I'm going to a nudist colony next week."
"elaine"," Oh, yeah. Yeah. I love nudist colonies. They help me..unwind. 
              Aah!"
"elaine"," Oh, really? Oh, you should go. They're great. They're great. 
              Of"
"elaine"," Oh, yeah. I usually work naked a...couple hours a day. 
            "
"george","  Glenda, can I ask you a favor? Can I have 
              this seat?"
"george","  I can't explain. It's very important that 
              I sit here."
"george","  Okay. Okay. Fine."
"elaine"," I cook naked, I clean....I clean naked, I drive naked. 
              Naked."
"elaine"," Oh, you don't wanna know, mistah. I'm trouble. Big trouble."
"jerry"," What about the gentle cycle? You ever use that? "
"jerry"," Do you think it's effeminate for a man to put clothes in 
              a gentle"
"jerry"," What about fine fabrics? How do you deal with that kind 
              of"
"jerry"," What about stone washing? You ever witness one of those? 
              That must"
"kramer"," I didn't realize it was a full box."
"george"," I'm gonna count to three. If you don't give up the chair, 
              the wig"
"george"," One..."
"elaine"," No. No. No. No. No. I don't really have a phone. In fact, 
              I - I"
"elaine"," I just like to have and few drinks and just let the guy 
              do whatever"
"george"," Hello, Rick."
"george"," That's right, Ricky Boy, it's me! "
"george"," Oh!"
"george"," Boom!"
"george"," Oh."
"george"," You want me to come back? Uh..."
"george"," Rick."
"george"," Uh, Rick.."
"george"," Rick."
"george"," Drink up. I like history. Civil War. Maybe I could be a 
              professor,"
"elaine"," Well, to teach something you really have to know a lot 
              about it. I"
"jerry"," Yeah. That's true. What? My God, the money! The 1500! Where'd 
              you"
"kramer"," It was in my laundry. "
"jerry"," In your laundry the whole time? I told you not to mix in 
              our guys."
"kramer"," It was about 1200 bucks."
"newman"," Kramer!"
"kramer"," Oh! That's Newman."
"newman"," I'm on the roof!"
"kramer"," Well, what are you waiting for?"
"jerry"," Elaine, come on, take a walk with me down to the Laundromat. 
              I gotta"
"george"," I like horses. Maybe I could be a stable boy."
"kramer"," You wanna shoot some pool tonight?"
"newman"," I can't. I'm goin' to the movies."
"george"," Nah. It's probably a union thing."
"jerry"," You know, I tell ya, I 
              gotta say that I'm enjoying adulthood. For a lot of reasons. And, 
              I'll tell you reason number one as an adult, if I want a cookie, 
              I have"
"elaine"," What do you got, a cucumber?"
"george"," Yeah, so what?"
"elaine"," You're bringing in an 
              outside cucumber?"
"george"," They refuse to put cucumber 
              in the salad. I need cucumber."
"jerry","  
              What have I done? I can't read this! Ful-hel-mo-nen-ter-val? I got 
              up last night, I wrote this down, I thought I had this great bit."
"elaine"," No. Let me see that. 
               Don't-mess-with-Johnny."""
"jerry"," Johnny? Johnny who? Johnny 
              Carson? Did I insult Johnny on The Tonight Show?"
"elaine","  Did you mess 
              with Johnny, Jerry?"
"george"," Let me see that. "
"elaine"," Hey, where's Kramer?"
"jerry"," I don't know. That's like 
              asking ""Where's Waldo?"""
"george","  
              I think I'm having a heart attack."
"jerry"," I don't think that's it."
"george"," I'm not kidding."
"jerry"," What does that mean?"
"elaine"," I think what he's trying 
              to say is that he's having a heart attack."
"jerry"," Oh, he's having a heart 
              attack."
"george"," Tightness.."
"jerry"," C'mon."
"george"," Shortness of breath.."
"jerry"," Oh, this is ridiculous."
"george"," Radiating waves of pain.."
"jerry"," I know what this is. You 
              saw that show on PBS last night, Coronary Country.  I 
              saw it in the TV Guide. I called him and told him to make sure"
"george"," There was nothing else 
              on. Oh, the left arm.. the left arm."
"jerry","  He saw that 
              show on anorexia last year, and ate like an animal for two weeks."
"george"," Why can't I have a heart 
              attack? I'm allowed."
"jerry"," So what do you want? You 
              want me take you to the hospital?"
"george"," Manhattan Memorial, less 
              of a line."
"jerry"," I'll call an ambulance. 
              "
"george"," We'll just take a check. 
               You made a mistake"
"elaine"," George!"
"george"," Are.. are you okay?"
"george"," I'm George.. George Costanza.. 
              I've never been in the hospital a day in my life.. except when I 
              had my tonsils out. You know, they never gave me any"
"jerry"," Well? What do you think?"
"jerry"," ""Salami salami bologna""?"
"jerry","  What a surprise. 
               Hey, how"
"george"," No, no thanks."
"jerry","  You know, I was wondering.. You know that Black 
              Hawks jacket you have?"
"george"," Oh, sure, my Black Hawks 
              jacket. I love my Black Hawks jacket."
"jerry"," Well, you know, I was 
              thinking - if things don't exactly work out.."
"george"," Well, it wouldn't fit 
              you. The sleeves are too short."
"jerry"," No, I tried it on. It 
              fits good."
"george"," Well, I didn't really 
              think about what I was gonna do with all.."
"jerry"," Well, you know.."
"george","  Well, okay."
"jerry"," Oh, and.. do you think 
              it would be alright if I called Susan Davis?"
"george"," Susan Davis?  Hey, wait a second.."
"jerry"," Well, it's not like we'd 
              be bumping into you."
"george"," I don't know.. you and 
              Susan Davis?"
"jerry"," You know, if your future 
              was a little more certain.."
"george"," Okay, go ahead. Call 
              her, get married, have babies, have a great life.. What do I care? 
              I'm finished.  It's all over for me. In fact, 
              let's"
"jerry"," Well, ah..  What? Kind of like this? (Violently smothers George with 
              the pillow. George freaks out. He didn't think Jerry would actually"
"george"," What are ya doing?! Whadya, 
              crazy?!"
"elaine"," Jerry!"
"jerry","  Elaine, what are you doing here? "
"george","  Jerk off."
"jerry","  There's nothing 
              wrong with him. I saw the doctor. He's fine."
"elaine"," Hi, George. How ya feeling? 
              Is anybody getting your apartment?"
"george"," I'll tell ya, if I ever 
              get out of here, I'm gonna change my life. I'm gonna do a whole 
              Zen thing. Take up yoga, meditate.. I'll eat right. Calm down, lose 
              my"
"george","  Uh, yeah. You 
              know, Doctor, I gotta tell you, I feel a lot better."
"george","  Oh God, Mommy!"
"george","  I haven't? 
              I'm okay? I'm okay? Oh, thank you, thank you, Doctor! I don't know 
              how to thank you."
"jerry","  Hey, that 
              was really fun, George. Can we go home now?"
"george"," Oh, sure. Sure, anything. 
              Can you believe it? There's nothing wrong with me."
"george","  
              What? Oh my God. What? Is it meningitis? Scoliosis? Lupis?! Is it 
              Lupis?!"
"george"," My tonsils? Yeah, when 
              I was a kid."
"george"," Really?"
"elaine","  
              Whose tonsils grow back? "
"jerry"," Yeah, if you've been exposed 
              to gamma rays."
"elaine"," I still have my tonsils. 
              Everyone in my family has their tonsils. In fact, we were forbidden 
              to socialize with anyone who didn't have their tonsils."
"jerry","  Well, 
              it's like the Capulets and the Montagues."
"george","  Excuse me!"
"george"," What? You mean with a 
              knife?"
"george","  Yeah, that's 
              what they told me the last time."
"elaine","  Oh, I'm sorry. 
               I just.. have to ask that doctor one more question. 
              "
"jerry"," Women go after doctors 
              like men go after models. They want someone with knowledge of the 
              body.. we just want the body."
"kramer"," Hey."
"jerry"," Hey."
"kramer"," Boy, they got a great 
              cafeteria downstairs. Hot food, sandwiches, a salad bar.. It's like 
              a Sizzler's opened up a hospital!  So, how"
"jerry","  
              Kramer."
"kramer"," The really bad thing 
              about the heart is the sex thing. See, you gotta be careful about 
              sex now. You get that heart pumping and suddenly, boom! Next"
"jerry"," Kramer, George didn't 
              have a heart attack."
"kramer"," No? That's good."
"george"," I have to have my tonsils 
              taken out."
"kramer"," Oh man.. No.. George, 
              we gotta get you outta here. Get out! Right now! They'll kill ya 
              in here."
"jerry","  It's routine surgery."
"kramer"," Oh yeah? My friend, Bob 
              Saccomanno, he came in here for a hernia operation.. Oh yeah, routine 
              surgery.. now he's sittin' around in a chair by a"
"george"," Well, what should I do, 
              Kramer?"
"jerry"," Well, for one think, don't 
              listen to him."
"kramer"," I'll tell you what to 
              do, I'll tell you what to do. You go to Tor Eckman. Tor, Tor, he'll 
              fix you right up. He's a herbalist, a healer, George. He's not just"
"jerry"," Eckman? I thought he was 
              doing time?"
"kramer"," No, no, he's out. He 
              got out. See, the medical establishment, see, they tried to frame 
              him. It's all politics. But he's a rebel."
"jerry"," A rebel? No. Johnny Yuma 
              was a rebel. Eckman is a nut. George, you want to take care of your 
              tonsils, you do it in a hospital. With a doctor."
"kramer"," He's holistic, George. 
              He's holistic."
"george"," Holistic.. that sounds 
              right."
"jerry"," George, you need a medical 
              doctor."
"george","  Let me ask 
              you something.. How much do you think it would cost to have tonsils 
              and adenoids removed in the hospital?"
"jerry"," Well, an overnight stay 
              in a hospital? Minor surgery? I dunno, four grand."
"george"," Uh-huh. And how much 
              does the healer charge?"
"kramer"," First visit? Thirty-eight 
              bucks."
"george"," Oh, yeah? Holistic.. 
              that's what I need. That's the answer."
"george"," So, how do you like the 
              way I talked you into comin' down here?"
"jerry"," Don't flatter yourself, 
              my friend. I'm here strictly for material, and I have a feeling 
              this is a potential gold mine.. I still think you're nuts, though."
"george"," All I know is I've been 
              going to doctors all my life. What has it gotten me? I'm thirty-three 
              years old. I haven't outgrown the problems of puberty, I'm"
"jerry","  I've never had a really good pickle."
"george"," Besides, what's it gonna 
              cost me? Thirty-eight bucks?"
"jerry"," Sorry."
"george"," April."
"george"," Really?"
"george"," Yes."
"george"," ..Okay."
"kramer"," I'm off hot water."
"george"," Yes, yes I am."
"george","  
              Can I use hot water on my face?"
"jerry","  And you're not a doctor, but you play one 
              in real life."
"george","  
              What about shaving?"
